Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2014-2015,Manchester Utd,Liverpool,3,0,1700,1678,55.0,33.0,52.0,38.0,64.31,20.74,49.59,25.03,1.0,0.4666666666666667,28,21,1
2014-2015,Swansea City,Tottenham,1,2,1555,1636,41.0,55.0,53.0,56.0,31.01,28.68,39.63,25.72,0.4666666666666667,0.4666666666666667,22,21,-1
2014-2015,Everton,QPR,3,1,1627,1441,44.0,47.0,46.0,65.0,36.27,28.74,30.2,23.92,0.3333333333333333,0.4666666666666667,18,14,1
2014-2015,Manchester City,Crystal Palace,3,0,1824,1521,78.0,40.0,45.0,46.0,40.36,24.93,24.77,28.5,1.0,0.4,36,15,1
2014-2015,Southampton,Everton,3,0,1589,1635,59.0,36.0,44.0,47.0,30.43,27.42,36.34,28.7,0.06666666666666667,0.4666666666666667,26,21,1
2014-2015,QPR,West Brom,3,2,1433,1498,46.0,65.0,40.0,53.0,30.08,23.83,24.06,27.19,0.4,0.26666666666666666,14,17,1
2014-2015,Aston Villa,Manchester Utd,1,1,1495,1715,33.0,55.0,50.0,33.0,35.65,30.44,64.35,20.72,0.5333333333333333,1.0,19,31,0
2014-2015,West Ham,Leicester City,2,0,1592,1412,47.0,57.0,48.0,55.0,32.91,25.28,26.54,29.01,0.6666666666666666,0.06666666666666667,28,10,1
2014-2015,Tottenham,Burnley,2,1,1648,1441,53.0,56.0,39.0,58.0,39.7,25.69,20.37,22.22,0.6666666666666666,0.5333333333333333,24,15,1
2014-2015,Hull City,Swansea City,0,1,1444,1543,33.0,47.0,41.0,55.0,20.0,28.46,30.77,28.46,0.13333333333333333,0.26666666666666666,13,22,-1
2014-2015,Newcastle Utd,Sunderland,0,1,1558,1542,40.0,51.0,37.0,51.0,39.41,25.89,26.08,26.27,0.4666666666666667,0.26666666666666666,23,16,-1
2014-2015,Liverpool,Arsenal,2,2,1663,1698,52.0,71.0,38.0,36.0,49.54,25.0,54.05,26.16,0.4666666666666667,0.6,21,26,0
2014-2015,Stoke City,Chelsea,0,2,1553,1803,46.0,47.0,70.0,31.0,30.33,29.51,53.24,25.23,0.26666666666666666,0.6666666666666666,19,39,-1
2014-2015,Chelsea,West Ham,2,0,1809,1600,70.0,31.0,47.0,57.0,53.29,25.2,33.0,25.25,0.6666666666666666,0.8666666666666667,42,31,1
2014-2015,West Brom,Manchester City,1,3,1479,1829,40.0,53.0,78.0,40.0,23.99,27.1,40.44,24.89,0.26666666666666666,1.0,17,39,-1
2014-2015,Leicester City,Tottenham,1,2,1404,1655,48.0,55.0,53.0,56.0,26.46,28.92,39.77,25.66,0.0,0.6666666666666666,10,27,-1
2014-2015,Sunderland,Hull City,1,3,1559,1432,37.0,51.0,33.0,47.0,26.22,26.22,19.85,28.24,0.4,0.13333333333333333,19,13,-1
2014-2015,Manchester Utd,Newcastle Utd,3,1,1706,1541,55.0,33.0,40.0,51.0,64.28,20.81,39.36,25.86,0.8666666666666667,0.26666666666666666,32,23,1
2014-2015,Swansea City,Aston Villa,1,0,1555,1504,41.0,55.0,33.0,50.0,31.3,28.24,35.61,30.52,0.4666666666666667,0.5333333333333333,25,20,1
2014-2015,Everton,Stoke City,0,1,1617,1547,44.0,47.0,46.0,47.0,36.3,28.67,30.2,29.39,0.26666666666666666,0.26666666666666666,21,19,-1
2014-2015,Burnley,Liverpool,0,1,1434,1665,39.0,58.0,52.0,38.0,20.0,21.82,49.48,25.09,0.3333333333333333,0.5333333333333333,15,22,-1
2014-2015,Crystal Palace,Southampton,1,3,1516,1607,45.0,46.0,59.0,36.0,24.65,28.37,30.55,27.38,0.2,0.2,15,29,-1
2014-2015,Arsenal,QPR,2,1,1696,1452,71.0,36.0,46.0,65.0,53.99,26.24,30.35,23.74,0.6666666666666666,0.6,27,17,1
2014-2015,Tottenham,Manchester Utd,0,0,1661,1715,53.0,55.0,56.0,33.0,39.84,25.64,64.32,20.79,0.6666666666666666,0.8666666666666667,30,35,0
2014-2015,Southampton,Chelsea,1,1,1619,1816,59.0,70.0,36.0,31.0,30.67,27.33,53.35,25.17,0.4,0.8,32,45,0
2014-2015,QPR,Crystal Palace,0,0,1446,1504,46.0,45.0,65.0,46.0,30.23,23.64,24.54,28.24,0.4,0.13333333333333333,17,15,0
2014-2015,Manchester City,Burnley,2,2,1833,1427,78.0,39.0,40.0,58.0,40.53,24.85,19.64,21.43,1.0,0.26666666666666666,42,15,0
2014-2015,Stoke City,West Brom,2,0,1566,1475,46.0,47.0,40.0,53.0,30.49,29.27,23.91,27.02,0.4666666666666667,0.26666666666666666,22,17,1
2014-2015,West Ham,Arsenal,1,2,1593,1702,47.0,57.0,71.0,36.0,32.96,25.21,54.04,26.21,0.6666666666666666,0.6666666666666666,31,30,-1
2014-2015,Aston Villa,Sunderland,0,0,1490,1537,33.0,37.0,50.0,51.0,35.57,30.48,26.17,26.17,0.4666666666666667,0.3333333333333333,20,19,0
2014-2015,Hull City,Leicester City,0,1,1454,1398,33.0,47.0,48.0,55.0,20.45,28.03,26.38,28.83,0.3333333333333333,0.0,16,10,-1
2014-2015,Newcastle Utd,Everton,3,2,1532,1598,40.0,51.0,44.0,47.0,39.31,25.83,36.26,28.64,0.26666666666666666,0.26666666666666666,23,21,1
2014-2015,Liverpool,Swansea City,4,1,1672,1569,52.0,38.0,41.0,55.0,49.54,25.06,31.82,28.03,0.5333333333333333,0.6,25,28,1
2014-2015,Stoke City,Manchester Utd,1,1,1578,1713,46.0,55.0,47.0,33.0,30.77,29.15,64.24,20.88,0.6666666666666666,0.7333333333333333,25,36,0
2014-2015,Manchester City,Sunderland,3,2,1820,1535,78.0,40.0,37.0,51.0,40.47,24.96,26.12,26.32,0.8666666666666667,0.4,43,20,1
2014-2015,Southampton,Arsenal,2,0,1627,1713,59.0,36.0,71.0,36.0,30.62,27.45,54.09,26.18,0.4666666666666667,0.6666666666666666,33,33,1
2014-2015,Newcastle Utd,Burnley,3,3,1551,1440,40.0,39.0,51.0,58.0,39.39,25.79,19.3,22.81,0.4,0.26666666666666666,26,16,0
2014-2015,Aston Villa,Crystal Palace,0,0,1492,1501,33.0,45.0,50.0,46.0,35.52,30.57,24.42,28.57,0.3333333333333333,0.2,21,16,0
2014-2015,West Ham,West Brom,1,1,1582,1463,47.0,40.0,57.0,53.0,32.91,25.18,23.84,26.93,0.4666666666666667,0.26666666666666666,31,17,0
2014-2015,QPR,Swansea City,1,1,1449,1558,46.0,41.0,65.0,55.0,30.12,23.94,31.58,27.82,0.4666666666666667,0.4,18,28,0
2014-2015,Hull City,Everton,2,0,1435,1579,33.0,47.0,44.0,47.0,20.3,27.82,36.22,28.6,0.26666666666666666,0.2,16,21,1
2014-2015,Liverpool,Leicester City,2,2,1683,1417,53.0,48.0,38.0,55.0,49.6,25.03,26.61,28.75,0.5333333333333333,0.2,28,13,0
2014-2015,Tottenham,Chelsea,5,3,1663,1808,53.0,56.0,70.0,31.0,39.79,25.72,53.29,25.26,0.7333333333333333,0.6666666666666666,31,46,1
2014-2015,Sunderland,Liverpool,0,1,1530,1673,37.0,51.0,53.0,38.0,26.07,26.26,49.54,25.12,0.3333333333333333,0.5333333333333333,20,29,-1
2014-2015,Swansea City,West Ham,1,1,1553,1577,41.0,47.0,55.0,57.0,31.34,28.36,32.87,25.28,0.4666666666666667,0.3333333333333333,29,32,0
2014-2015,West Brom,Hull City,1,0,1468,1457,40.0,53.0,33.0,47.0,23.77,27.16,20.9,27.61,0.26666666666666666,0.4,18,19,1
2014-2015,Leicester City,Aston Villa,1,0,1427,1492,48.0,55.0,33.0,50.0,26.52,28.96,35.48,30.65,0.26666666666666666,0.2,14,22,1
2014-2015,Everton,Manchester City,1,1,1557,1825,44.0,78.0,47.0,40.0,36.18,28.57,40.56,24.93,0.2,0.8666666666666667,21,46,0
2014-2015,Chelsea,Newcastle Utd,2,0,1786,1546,70.0,31.0,40.0,51.0,53.23,25.23,39.34,25.89,0.6666666666666666,0.26666666666666666,46,27,1
2014-2015,Burnley,QPR,2,1,1445,1454,39.0,58.0,46.0,65.0,18.97,24.14,30.0,24.23,0.3333333333333333,0.3333333333333333,17,19,1
2014-2015,Crystal Palace,Tottenham,2,1,1501,1685,45.0,46.0,54.0,55.0,24.31,28.9,39.86,25.69,0.2,0.8666666666666667,17,34,1
2014-2015,Arsenal,Stoke City,3,0,1693,1584,71.0,36.0,46.0,47.0,54.03,26.15,30.65,29.44,0.6666666666666666,0.5333333333333333,33,26,1
2014-2015,Manchester Utd,Southampton,0,1,1707,1647,55.0,33.0,59.0,36.0,64.17,20.97,30.73,27.41,0.6,0.6666666666666666,37,36,-1
2014-2015,Tottenham,Sunderland,2,1,1661,1520,54.0,55.0,37.0,51.0,39.82,25.66,26.02,26.21,0.6666666666666666,0.26666666666666666,34,20,1
2014-2015,Aston Villa,Liverpool,0,2,1473,1683,33.0,50.0,53.0,38.0,35.44,30.61,49.6,25.09,0.2,0.7333333333333333,22,32,-1
2014-2015,Leicester City,Stoke City,0,1,1446,1573,48.0,55.0,46.0,47.0,26.75,28.88,30.52,29.32,0.4666666666666667,0.4666666666666667,17,26,-1
2014-2015,QPR,Manchester Utd,0,2,1438,1688,46.0,65.0,55.0,33.0,29.89,24.14,64.1,20.94,0.3333333333333333,0.4,19,37,-1
2014-2015,Burnley,Crystal Palace,2,3,1461,1525,39.0,58.0,45.0,46.0,20.34,23.73,24.66,28.77,0.3333333333333333,0.3333333333333333,20,20,-1
2014-2015,Swansea City,Chelsea,0,5,1554,1792,41.0,55.0,70.0,31.0,31.11,28.89,53.28,25.2,0.5333333333333333,0.6666666666666666,30,49,-1
2014-2015,Newcastle Utd,Southampton,1,2,1540,1666,40.0,51.0,59.0,36.0,39.29,25.86,30.85,27.36,0.26666666666666666,0.8666666666666667,27,39,-1
2014-2015,West Ham,Hull City,3,0,1576,1442,47.0,57.0,33.0,47.0,32.82,25.39,20.74,27.41,0.3333333333333333,0.4,33,19,1
2014-2015,Manchester City,Arsenal,0,2,1815,1704,78.0,40.0,71.0,36.0,40.5,25.04,54.09,26.12,0.7333333333333333,0.6666666666666666,47,36,-1
2014-2015,Everton,West Brom,0,0,1567,1483,44.0,40.0,47.0,53.0,36.13,28.65,24.0,27.08,0.06666666666666667,0.26666666666666666,22,21,0
2014-2015,Hull City,Newcastle Utd,0,3,1432,1530,33.0,47.0,40.0,51.0,20.59,27.21,39.24,25.82,0.4,0.26666666666666666,19,27,-1
2014-2015,Manchester Utd,Leicester City,3,1,1694,1436,55.0,33.0,48.0,55.0,64.14,20.92,26.67,28.79,0.5333333333333333,0.4666666666666667,40,17,1
2014-2015,Crystal Palace,Everton,0,1,1538,1563,45.0,46.0,44.0,47.0,25.0,28.64,36.09,28.74,0.5333333333333333,0.13333333333333333,23,23,-1
2014-2015,Liverpool,West Ham,2,0,1690,1586,53.0,38.0,47.0,56.0,49.66,25.06,32.91,25.35,0.8666666666666667,0.3333333333333333,35,36,1
2014-2015,Sunderland,Burnley,2,0,1510,1448,37.0,51.0,39.0,58.0,25.97,26.16,20.0,23.33,0.06666666666666667,0.3333333333333333,20,20,1
2014-2015,West Brom,Tottenham,0,3,1487,1671,40.0,53.0,54.0,55.0,23.93,27.3,39.89,25.63,0.3333333333333333,0.6666666666666666,22,37,-1
2014-2015,Stoke City,QPR,3,1,1583,1432,46.0,47.0,46.0,65.0,30.8,29.2,29.77,24.05,0.6666666666666666,0.13333333333333333,29,19,1
2014-2015,Chelsea,Manchester City,1,1,1798,1794,71.0,78.0,30.0,40.0,53.33,25.17,40.44,25.0,0.6666666666666666,0.5333333333333333,52,47,0
2014-2015,Arsenal,Aston Villa,5,0,1725,1466,71.0,36.0,33.0,50.0,54.14,26.09,35.4,30.57,0.8,0.13333333333333333,39,22,1
2014-2015,Southampton,Swansea City,0,1,1676,1548,59.0,36.0,41.0,55.0,30.96,27.32,30.88,28.68,0.8666666666666667,0.3333333333333333,42,30,-1
2014-2015,Tottenham,Arsenal,2,1,1679,1731,54.0,55.0,72.0,35.0,39.95,25.6,54.19,26.06,0.6666666666666666,0.8,40,42,1
2014-2015,Aston Villa,Chelsea,1,2,1460,1798,33.0,50.0,71.0,30.0,35.36,30.54,53.27,25.26,0.13333333333333333,0.5333333333333333,22,53,-1
2014-2015,Swansea City,Sunderland,1,1,1570,1523,41.0,37.0,55.0,51.0,31.39,28.47,26.11,26.11,0.3333333333333333,0.26666666666666666,33,23,0
2014-2015,QPR,Southampton,0,1,1423,1654,46.0,65.0,59.0,36.0,29.66,23.95,30.91,27.27,0.13333333333333333,0.6666666666666666,19,42,-1
2014-2015,Leicester City,Crystal Palace,0,1,1430,1523,48.0,55.0,45.0,46.0,26.59,28.7,24.89,28.51,0.4666666666666667,0.5333333333333333,17,23,-1
2014-2015,Manchester City,Hull City,1,1,1794,1420,78.0,33.0,40.0,47.0,40.38,25.11,20.44,27.01,0.4,0.2,48,19,0
2014-2015,Everton,Liverpool,0,0,1578,1701,44.0,53.0,47.0,38.0,36.17,28.7,49.71,25.03,0.3333333333333333,0.8666666666666667,26,38,0
2014-2015,Burnley,West Brom,2,2,1435,1479,39.0,40.0,58.0,53.0,19.67,22.95,23.85,27.22,0.3333333333333333,0.3333333333333333,20,22,0
2014-2015,Newcastle Utd,Stoke City,1,1,1542,1592,40.0,46.0,50.0,47.0,39.32,25.79,31.08,29.08,0.4666666666666667,0.6666666666666666,30,32,0
2014-2015,West Ham,Manchester Utd,1,1,1575,1700,47.0,55.0,56.0,33.0,32.87,25.31,64.18,20.9,0.3333333333333333,0.5333333333333333,36,43,0
2014-2015,Hull City,Aston Villa,2,0,1433,1456,33.0,47.0,33.0,50.0,20.29,27.54,35.32,30.5,0.26666666666666666,0.06666666666666667,20,22,1
2014-2015,Arsenal,Leicester City,2,1,1713,1418,72.0,35.0,48.0,55.0,54.13,26.03,26.51,28.61,0.6,0.26666666666666666,42,17,1
2014-2015,Sunderland,QPR,0,2,1525,1416,37.0,51.0,46.0,65.0,26.06,26.25,29.55,23.86,0.26666666666666666,0.06666666666666667,24,19,-1
2014-2015,Liverpool,Tottenham,3,2,1696,1697,53.0,38.0,54.0,55.0,49.66,25.11,40.02,25.57,0.7333333333333333,0.8,39,43,1
2014-2015,Manchester Utd,Burnley,3,1,1694,1437,55.0,33.0,39.0,58.0,64.11,20.99,19.35,24.19,0.5333333333333333,0.3333333333333333,44,21,1
2014-2015,Stoke City,Manchester City,1,4,1590,1781,46.0,47.0,78.0,40.0,30.95,29.37,40.32,25.22,0.5333333333333333,0.4,33,49,-1
2014-2015,Chelsea,Everton,1,0,1802,1583,71.0,30.0,44.0,47.0,53.33,25.23,36.12,28.78,0.6666666666666666,0.4,56,27,1
2014-2015,Southampton,West Ham,0,0,1661,1581,59.0,47.0,36.0,56.0,31.02,27.23,32.82,25.42,0.8,0.4,45,37,0
2014-2015,Crystal Palace,Newcastle Utd,1,1,1535,1544,45.0,40.0,46.0,50.0,25.23,28.38,39.27,25.88,0.6666666666666666,0.3333333333333333,26,31,0
2014-2015,West Brom,Swansea City,2,0,1477,1568,40.0,53.0,41.0,55.0,23.78,27.44,31.16,28.99,0.4,0.4,23,34,1
2014-2015,Chelsea,Burnley,1,1,1809,1431,71.0,39.0,30.0,58.0,53.38,25.2,19.05,23.81,0.8666666666666667,0.26666666666666666,59,21,0
2014-2015,Crystal Palace,Arsenal,1,2,1535,1718,45.0,46.0,72.0,35.0,25.11,28.7,54.18,26.0,0.6666666666666666,0.8,27,45,-1
2014-2015,Swansea City,Manchester Utd,2,1,1548,1700,41.0,55.0,55.0,33.0,30.94,28.78,64.15,20.96,0.3333333333333333,0.6666666666666666,34,47,1
2014-2015,Hull City,QPR,2,1,1450,1437,33.0,47.0,46.0,65.0,20.86,27.34,29.81,23.77,0.26666666666666666,0.2,23,22,1
2014-2015,Aston Villa,Stoke City,1,2,1439,1582,33.0,50.0,46.0,47.0,35.28,30.47,30.83,29.25,0.0,0.4666666666666667,22,33,-1
2014-2015,Sunderland,West Brom,0,0,1504,1497,37.0,40.0,51.0,53.0,26.01,26.2,24.01,27.36,0.26666666666666666,0.5333333333333333,24,26,0
2014-2015,Manchester City,Newcastle Utd,5,0,1789,1544,79.0,40.0,40.0,50.0,40.41,25.18,39.22,25.98,0.4,0.3333333333333333,52,32,1
2014-2015,Tottenham,West Ham,2,2,1681,1585,54.0,47.0,55.0,56.0,39.98,25.54,32.78,25.52,0.6,0.4,43,38,0
2014-2015,Everton,Leicester City,2,2,1576,1413,44.0,48.0,47.0,55.0,36.08,28.75,26.43,28.53,0.4,0.2,27,17,0
2014-2015,Southampton,Liverpool,0,2,1657,1712,59.0,36.0,53.0,38.0,30.97,27.35,49.71,25.09,0.6666666666666666,0.8666666666666667,46,42,-1
2014-2015,West Ham,Crystal Palace,1,3,1589,1527,47.0,56.0,45.0,46.0,32.73,25.63,25.0,28.57,0.4,0.4666666666666667,39,27,-1
2014-2015,West Brom,Southampton,1,0,1497,1644,40.0,53.0,59.0,36.0,23.94,27.58,30.92,27.3,0.4,0.4666666666666667,27,46,1
2014-2015,Newcastle Utd,Aston Villa,1,0,1538,1429,40.0,50.0,33.0,50.0,39.17,25.94,35.24,30.43,0.3333333333333333,0.0,32,22,1
2014-2015,Burnley,Swansea City,0,1,1444,1571,39.0,58.0,41.0,55.0,18.75,25.0,31.43,28.57,0.13333333333333333,0.4666666666666667,22,37,-1
2014-2015,Stoke City,Hull City,1,0,1592,1465,46.0,47.0,33.0,47.0,31.1,29.13,21.43,27.14,0.6666666666666666,0.4666666666666667,36,26,1
2014-2015,Manchester Utd,Sunderland,2,0,1677,1504,55.0,33.0,37.0,51.0,64.07,20.94,25.96,26.35,0.6666666666666666,0.3333333333333333,47,25,1
2014-2015,Liverpool,Manchester City,2,1,1725,1795,53.0,38.0,80.0,39.0,49.77,25.06,40.5,25.15,0.8666666666666667,0.5333333333333333,45,55,1
2014-2015,Arsenal,Everton,2,0,1726,1569,72.0,35.0,44.0,47.0,54.23,25.97,36.04,28.83,0.8,0.4,48,28,1
2014-2015,Southampton,Crystal Palace,1,0,1622,1546,59.0,36.0,45.0,46.0,30.87,27.26,25.33,28.44,0.26666666666666666,0.4666666666666667,46,30,1
2014-2015,Hull City,Sunderland,1,1,1455,1495,33.0,37.0,47.0,51.0,21.28,26.95,25.91,26.3,0.4666666666666667,0.3333333333333333,26,25,0
2014-2015,Aston Villa,West Brom,2,1,1418,1519,33.0,50.0,40.0,53.0,35.2,30.4,24.17,27.49,0.0,0.5333333333333333,22,30,1
2014-2015,Stoke City,Everton,2,0,1602,1560,46.0,47.0,44.0,47.0,31.37,29.02,36.0,28.8,0.6666666666666666,0.3333333333333333,39,28,1
2014-2015,West Ham,Chelsea,0,1,1570,1796,47.0,56.0,71.0,30.0,32.68,25.59,53.32,25.29,0.2,0.7333333333333333,39,60,-1
2014-2015,Manchester City,Leicester City,2,0,1776,1420,80.0,39.0,48.0,55.0,40.44,25.11,26.35,28.74,0.5333333333333333,0.06666666666666667,55,18,1
2014-2015,QPR,Arsenal,1,2,1422,1735,46.0,65.0,72.0,35.0,29.7,23.68,54.29,25.94,0.2,0.8,22,51,-1
2014-2015,Tottenham,Swansea City,3,2,1677,1581,54.0,55.0,41.0,55.0,39.93,25.63,31.91,28.37,0.6666666666666666,0.6666666666666666,44,40,1
2014-2015,Newcastle Utd,Manchester Utd,0,1,1549,1686,40.0,50.0,55.0,33.0,39.25,25.91,64.11,20.91,0.5333333333333333,0.6666666666666666,35,50,-1
2014-2015,Liverpool,Burnley,2,0,1744,1434,53.0,38.0,39.0,58.0,49.83,25.03,18.46,24.62,0.8666666666666667,0.13333333333333333,48,22,1
2014-2015,QPR,Tottenham,1,2,1417,1689,46.0,65.0,54.0,55.0,29.59,23.6,40.0,25.6,0.2,0.6666666666666666,22,47,-1
2014-2015,Crystal Palace,QPR,3,1,1533,1411,45.0,46.0,46.0,65.0,25.22,28.32,29.48,23.51,0.4666666666666667,0.2,30,22,1
2014-2015,Sunderland,Aston Villa,0,4,1493,1439,37.0,51.0,33.0,50.0,25.86,26.44,35.27,30.37,0.2,0.2,26,25,-1
2014-2015,Leicester City,Hull City,0,0,1416,1457,48.0,33.0,55.0,47.0,26.27,28.66,21.13,27.46,0.06666666666666667,0.5333333333333333,18,27,0
2014-2015,Arsenal,West Ham,3,0,1740,1563,72.0,35.0,47.0,56.0,54.34,25.91,32.64,25.56,0.8,0.2,54,39,1
2014-2015,West Brom,Stoke City,1,0,1498,1616,40.0,53.0,46.0,47.0,24.1,27.41,31.64,28.91,0.5333333333333333,0.6666666666666666,30,42,1
2014-2015,Burnley,Manchester City,1,0,1429,1780,39.0,58.0,80.0,39.0,18.18,24.24,40.52,25.07,0.13333333333333333,0.6666666666666666,22,58,1
2014-2015,Chelsea,Southampton,1,1,1803,1635,71.0,59.0,30.0,36.0,53.37,25.26,30.98,27.21,0.7333333333333333,0.4666666666666667,63,49,0
2014-2015,Manchester Utd,Tottenham,3,0,1696,1695,55.0,33.0,54.0,55.0,64.16,20.89,40.07,25.57,0.6666666666666666,0.6666666666666666,53,50,1
2014-2015,Everton,Newcastle Utd,3,0,1546,1539,44.0,47.0,40.0,50.0,35.96,28.77,39.2,25.88,0.13333333333333333,0.3333333333333333,28,35,1
2014-2015,Swansea City,Liverpool,0,1,1569,1749,41.0,55.0,53.0,38.0,31.69,28.17,49.89,25.0,0.4666666666666667,0.8666666666666667,40,51,-1
2014-2015,Manchester City,West Brom,3,0,1752,1519,80.0,39.0,40.0,53.0,40.47,25.04,24.32,27.33,0.6,0.6666666666666666,58,33,1
2014-2015,Tottenham,Leicester City,4,3,1679,1418,54.0,55.0,48.0,55.0,40.02,25.54,26.19,28.87,0.4666666666666667,0.13333333333333333,50,19,1
2014-2015,Southampton,Burnley,2,0,1642,1457,59.0,36.0,39.0,58.0,30.93,27.33,19.4,23.88,0.3333333333333333,0.26666666666666666,50,25,1
2014-2015,Stoke City,Crystal Palace,1,2,1595,1544,46.0,47.0,45.0,46.0,31.52,28.79,25.55,28.19,0.6,0.4666666666666667,42,33,-1
2014-2015,Aston Villa,Swansea City,0,1,1457,1561,34.0,49.0,41.0,55.0,35.35,30.33,31.47,27.97,0.4,0.4,28,40,-1
2014-2015,Newcastle Utd,Arsenal,1,2,1523,1748,40.0,50.0,72.0,35.0,39.15,25.85,54.39,25.88,0.26666666666666666,1.0,35,57,-1
2014-2015,West Ham,Sunderland,1,0,1555,1475,47.0,56.0,37.0,51.0,32.59,25.52,25.81,26.39,0.13333333333333333,0.13333333333333333,39,26,1
2014-2015,Liverpool,Manchester Utd,1,2,1757,1712,53.0,38.0,55.0,33.0,49.94,24.97,64.2,20.87,1.0,0.8,54,56,-1
2014-2015,QPR,Everton,1,2,1400,1562,46.0,65.0,44.0,47.0,29.37,23.42,36.03,28.73,0.2,0.26666666666666666,22,31,-1
2014-2015,Hull City,Chelsea,2,3,1455,1796,33.0,47.0,71.0,30.0,20.98,27.97,53.31,25.34,0.5333333333333333,0.7333333333333333,28,64,-1
2014-2015,Arsenal,Liverpool,4,1,1755,1739,72.0,35.0,53.0,38.0,54.44,25.85,49.89,24.94,1.0,0.8,60,54,1
2014-2015,Manchester Utd,Aston Villa,3,1,1730,1446,55.0,33.0,34.0,49.0,64.24,20.84,35.31,30.3,0.8,0.4,59,28,1
2014-2015,Everton,Southampton,1,0,1571,1650,44.0,47.0,59.0,36.0,36.1,28.7,31.05,27.29,0.4666666666666667,0.4666666666666667,34,53,1
2014-2015,Swansea City,Hull City,3,1,1572,1451,41.0,55.0,33.0,47.0,31.94,27.78,20.83,27.78,0.6,0.3333333333333333,43,28,1
2014-2015,Leicester City,West Ham,2,1,1412,1567,48.0,55.0,47.0,56.0,26.11,28.78,32.69,25.48,0.13333333333333333,0.26666666666666666,19,42,1
2014-2015,West Brom,QPR,1,4,1512,1391,40.0,53.0,46.0,65.0,24.25,27.25,29.26,23.33,0.4666666666666667,0.0,33,22,-1
2014-2015,Chelsea,Stoke City,2,1,1800,1577,71.0,30.0,46.0,47.0,53.36,25.31,31.4,28.68,0.7333333333333333,0.6,67,42,1
2014-2015,Burnley,Tottenham,0,0,1449,1685,39.0,54.0,58.0,55.0,19.12,23.53,40.09,25.51,0.26666666666666666,0.6666666666666666,25,53,0
2014-2015,Sunderland,Newcastle Utd,1,0,1463,1516,37.0,51.0,40.0,50.0,25.76,26.34,39.1,25.81,0.13333333333333333,0.2,26,35,1
2014-2015,Crystal Palace,Manchester City,2,1,1562,1759,45.0,46.0,80.0,39.0,25.88,28.07,40.55,25.0,0.6,0.6,36,61,1
2014-2015,Aston Villa,QPR,3,3,1441,1412,34.0,47.0,49.0,64.0,35.27,30.26,29.52,23.25,0.4,0.2,28,25,0
2014-2015,Swansea City,Everton,1,1,1583,1591,41.0,44.0,55.0,47.0,32.41,27.59,36.18,28.67,0.6,0.6,46,37,0
2014-2015,Tottenham,Aston Villa,0,1,1676,1440,54.0,55.0,34.0,49.0,40.05,25.6,35.23,30.34,0.6666666666666666,0.4666666666666667,54,29,-1
2014-2015,Sunderland,Crystal Palace,1,4,1481,1586,37.0,51.0,45.0,46.0,25.9,26.29,26.2,27.95,0.26666666666666666,0.8,29,39,-1
2014-2015,West Ham,Stoke City,1,1,1544,1570,47.0,46.0,56.0,47.0,32.64,25.45,31.27,28.57,0.2,0.4,42,42,0
2014-2015,Southampton,Hull City,2,0,1630,1440,59.0,36.0,33.0,47.0,31.0,27.24,20.69,27.59,0.4666666666666667,0.13333333333333333,53,28,1
2014-2015,West Brom,Leicester City,2,3,1491,1435,40.0,53.0,48.0,55.0,24.18,27.16,26.33,28.7,0.4,0.3333333333333333,33,22,-1
2014-2015,Burnley,Arsenal,0,1,1458,1770,39.0,58.0,73.0,35.0,18.84,24.64,54.49,25.82,0.26666666666666666,1.0,26,63,-1
2014-2015,QPR,Chelsea,0,1,1413,1807,47.0,64.0,71.0,30.0,29.41,23.53,53.42,25.28,0.26666666666666666,0.7333333333333333,26,70,-1
2014-2015,Manchester Utd,Manchester City,4,2,1735,1735,55.0,33.0,80.0,39.0,64.28,20.82,40.49,24.96,1.0,0.4,62,61,1
2014-2015,Liverpool,Newcastle Utd,2,0,1724,1498,53.0,38.0,40.0,50.0,49.83,24.91,39.05,25.78,0.6,0.2,54,35,1
2014-2015,Stoke City,Southampton,2,1,1569,1638,46.0,47.0,59.0,36.0,31.15,28.85,31.11,27.2,0.26666666666666666,0.6666666666666666,43,56,1
2014-2015,Crystal Palace,West Brom,0,2,1597,1472,46.0,45.0,40.0,53.0,26.52,27.83,24.11,27.08,0.8,0.2,42,33,-1
2014-2015,Leicester City,Swansea City,2,0,1454,1583,48.0,55.0,41.0,55.0,26.55,28.61,32.19,28.08,0.4666666666666667,0.4666666666666667,25,47,1
2014-2015,Everton,Burnley,1,0,1591,1453,44.0,47.0,39.0,58.0,36.14,28.75,18.57,24.29,0.6666666666666666,0.26666666666666666,38,26,1
2014-2015,Chelsea,Manchester Utd,1,0,1810,1751,71.0,30.0,55.0,33.0,53.47,25.26,64.32,20.8,0.8666666666666667,1.0,73,65,1
2014-2015,Manchester City,West Ham,2,0,1719,1545,80.0,39.0,47.0,56.0,40.43,24.93,32.6,25.55,0.4,0.26666666666666666,61,43,1
2014-2015,Newcastle Utd,Tottenham,1,3,1491,1651,40.0,50.0,54.0,55.0,39.0,25.75,40.0,25.57,0.0,0.4666666666666667,35,54,-1
