Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2018-2019,Manchester City,Brighton,2,0,1877,1518,97.0,26.0,37.0,62.0,44.61,23.9,22.73,34.09,0.8666666666666667,0.3333333333333333,16,5,1
2018-2019,Wolves,Southampton,2,0,1470,1508,53.0,43.0,50.0,59.0,21.52,27.22,31.08,27.57,0.5333333333333333,0.26666666666666666,9,5,1
2018-2019,Chelsea,Liverpool,1,1,1741,1792,65.0,80.0,38.0,29.0,53.88,24.75,50.2,25.35,0.8666666666666667,1.0,16,18,0
2018-2019,Cardiff City,Burnley,1,2,1408,1514,42.0,66.0,46.0,65.0,15.91,25.0,25.95,24.05,0.13333333333333333,0.2,2,4,-1
2018-2019,Bournemouth,Crystal Palace,2,1,1574,1554,59.0,62.0,51.0,53.0,30.83,25.83,27.81,25.28,0.4666666666666667,0.26666666666666666,10,7,1
2018-2019,Brighton,West Ham,1,0,1514,1559,37.0,62.0,48.0,66.0,22.22,33.33,32.55,26.09,0.13333333333333333,0.4666666666666667,5,7,1
2018-2019,Watford,Bournemouth,0,4,1545,1589,52.0,63.0,59.0,62.0,24.87,22.34,31.4,25.62,0.4666666666666667,0.4666666666666667,13,13,-1
2018-2019,Burnley,Huddersfield,1,1,1525,1453,46.0,29.0,65.0,68.0,26.42,23.9,20.0,26.67,0.4,0.13333333333333333,7,2,0
2018-2019,Crystal Palace,Wolves,0,1,1539,1488,51.0,53.0,53.0,43.0,27.73,25.21,22.01,27.04,0.26666666666666666,0.7333333333333333,7,12,-1
2018-2019,Tottenham,Cardiff City,1,0,1769,1397,62.0,49.0,42.0,66.0,42.5,25.32,15.56,24.44,0.6,0.06666666666666667,15,2,1
2018-2019,Leicester City,Everton,1,2,1568,1564,52.0,45.0,54.0,49.0,31.26,27.62,36.15,28.8,0.6,0.3333333333333333,12,9,-1
2018-2019,Manchester Utd,Newcastle Utd,3,2,1704,1501,69.0,52.0,40.0,58.0,62.76,21.45,37.57,25.53,0.4666666666666667,0.06666666666666667,10,2,1
2018-2019,Fulham,Arsenal,1,5,1453,1685,43.0,73.0,65.0,57.0,30.14,27.54,54.52,25.12,0.3333333333333333,1.0,5,15,-1
2018-2019,Southampton,Chelsea,0,3,1490,1743,50.0,59.0,65.0,38.0,31.04,27.53,53.82,24.83,0.26666666666666666,0.7333333333333333,5,17,-1
2018-2019,Liverpool,Manchester City,0,0,1790,1881,80.0,97.0,29.0,26.0,50.15,25.42,44.68,23.87,0.8666666666666667,0.8666666666666667,19,19,0
2018-2019,Chelsea,Manchester Utd,2,2,1749,1712,65.0,69.0,38.0,52.0,53.87,24.8,62.8,21.43,0.7333333333333333,0.6666666666666666,20,13,0
2018-2019,Cardiff City,Fulham,4,2,1394,1446,42.0,66.0,43.0,73.0,15.22,23.91,30.08,27.49,0.0,0.13333333333333333,2,5,1
2018-2019,Wolves,Watford,0,2,1506,1531,53.0,43.0,52.0,63.0,22.5,26.88,24.75,22.22,0.8666666666666667,0.26666666666666666,15,13,-1
2018-2019,Newcastle Utd,Brighton,0,1,1493,1532,40.0,58.0,37.0,62.0,37.53,25.51,23.91,32.61,0.06666666666666667,0.3333333333333333,2,8,-1
2018-2019,Bournemouth,Southampton,0,0,1603,1484,60.0,50.0,61.0,59.0,31.97,25.41,31.0,27.49,0.6,0.26666666666666666,16,5,0
2018-2019,West Ham,Tottenham,0,1,1541,1772,48.0,66.0,62.0,49.0,32.51,26.06,42.56,25.3,0.4666666666666667,0.6,7,18,-1
2018-2019,Manchester City,Burnley,5,0,1877,1522,97.0,26.0,46.0,65.0,44.62,23.96,26.25,24.38,0.8666666666666667,0.4666666666666667,20,8,1
2018-2019,Huddersfield,Liverpool,0,1,1456,1794,29.0,68.0,80.0,29.0,19.57,28.26,50.1,25.5,0.13333333333333333,0.7333333333333333,3,20,-1
2018-2019,Everton,Crystal Palace,2,0,1580,1521,54.0,49.0,51.0,53.0,36.21,28.77,27.65,25.14,0.4666666666666667,0.26666666666666666,12,7,1
2018-2019,Arsenal,Leicester City,3,1,1692,1552,66.0,56.0,52.0,45.0,54.56,25.1,31.2,27.56,1.0,0.4,18,12,1
2018-2019,Southampton,Newcastle Utd,0,0,1489,1479,50.0,40.0,59.0,58.0,30.96,27.59,37.49,25.48,0.13333333333333333,0.06666666666666667,6,2,0
2018-2019,Fulham,Bournemouth,0,3,1428,1598,43.0,73.0,60.0,61.0,30.02,27.44,31.71,26.02,0.06666666666666667,0.6666666666666666,5,17,-1
2018-2019,Liverpool,Cardiff City,4,1,1798,1412,80.0,29.0,42.0,65.0,50.15,25.47,17.02,23.4,0.7333333333333333,0.2,23,5,1
2018-2019,Watford,Huddersfield,3,0,1546,1452,52.0,63.0,29.0,68.0,25.13,22.11,19.15,27.66,0.26666666666666666,0.06666666666666667,16,3,1
2018-2019,Brighton,Wolves,1,0,1546,1491,37.0,62.0,53.0,43.0,25.53,31.91,22.36,26.71,0.4666666666666667,0.6666666666666666,11,15,1
2018-2019,Leicester City,West Ham,1,1,1542,1534,52.0,48.0,45.0,66.0,31.13,27.51,32.47,26.03,0.4,0.4666666666666667,12,7,0
2018-2019,Crystal Palace,Arsenal,2,2,1508,1702,51.0,66.0,53.0,56.0,27.58,25.07,54.61,25.07,0.26666666666666666,1.0,7,21,0
2018-2019,Burnley,Chelsea,0,4,1518,1747,46.0,65.0,65.0,38.0,26.09,24.22,53.82,24.88,0.4666666666666667,0.6,8,21,-1
2018-2019,Manchester Utd,Everton,2,1,1714,1593,69.0,52.0,54.0,49.0,62.74,21.51,36.27,28.74,0.5333333333333333,0.6,14,15,1
2018-2019,Tottenham,Manchester City,0,1,1779,1881,62.0,49.0,98.0,26.0,42.62,25.27,44.69,23.93,0.8,0.8666666666666667,21,23,-1
2018-2019,Bournemouth,Manchester Utd,1,2,1607,1725,60.0,61.0,69.0,52.0,32.26,25.81,62.77,21.49,0.6666666666666666,0.5333333333333333,20,17,-1
2018-2019,Newcastle Utd,Watford,1,0,1479,1558,40.0,58.0,52.0,62.0,37.44,25.56,25.5,22.0,0.13333333333333333,0.4666666666666667,3,19,1
2018-2019,Everton,Brighton,3,1,1582,1559,54.0,49.0,37.0,62.0,36.24,28.71,27.08,31.25,0.6,0.6,15,14,1
2018-2019,West Ham,Burnley,4,2,1534,1511,48.0,66.0,46.0,65.0,32.44,26.11,25.93,24.07,0.3333333333333333,0.4666666666666667,8,8,1
2018-2019,Cardiff City,Leicester City,0,1,1409,1542,42.0,65.0,52.0,45.0,16.67,22.92,31.06,27.66,0.2,0.4666666666666667,5,13,-1
2018-2019,Arsenal,Liverpool,1,1,1694,1801,66.0,81.0,56.0,29.0,54.55,25.15,50.2,25.45,0.8666666666666667,0.7333333333333333,22,26,0
2018-2019,Wolves,Tottenham,2,3,1478,1768,53.0,43.0,62.0,49.0,22.22,26.54,42.57,25.25,0.4666666666666667,0.8,15,21,-1
2018-2019,Manchester City,Southampton,6,1,1892,1489,98.0,26.0,50.0,59.0,44.76,23.9,30.91,27.69,0.8666666666666667,0.13333333333333333,26,7,1
2018-2019,Chelsea,Crystal Palace,3,1,1754,1516,66.0,38.0,51.0,53.0,53.86,24.85,27.5,25.28,0.6,0.13333333333333333,24,8,1
2018-2019,Huddersfield,Fulham,1,0,1440,1419,29.0,68.0,43.0,73.0,18.75,27.08,29.96,27.38,0.06666666666666667,0.06666666666666667,3,5,1
2018-2019,Cardiff City,Brighton,2,1,1399,1544,42.0,65.0,37.0,62.0,16.33,22.45,26.53,30.61,0.2,0.6,5,14,1
2018-2019,Newcastle Utd,Bournemouth,2,1,1499,1596,40.0,58.0,60.0,61.0,37.51,25.53,32.0,25.6,0.26666666666666666,0.6666666666666666,6,20,1
2018-2019,Southampton,Watford,1,1,1486,1538,50.0,52.0,59.0,62.0,30.87,27.65,25.37,21.89,0.13333333333333333,0.4,7,19,0
2018-2019,Leicester City,Burnley,0,0,1552,1496,52.0,46.0,45.0,65.0,31.21,27.6,25.77,23.93,0.4666666666666667,0.26666666666666666,16,8,0
2018-2019,Huddersfield,West Ham,1,1,1455,1549,29.0,48.0,68.0,65.0,20.41,26.53,32.51,26.08,0.26666666666666666,0.4666666666666667,6,11,0
2018-2019,Crystal Palace,Tottenham,0,1,1510,1773,51.0,53.0,62.0,49.0,27.42,25.21,42.63,25.22,0.06666666666666667,0.8,8,24,-1
2018-2019,Liverpool,Fulham,2,0,1796,1404,81.0,29.0,43.0,73.0,50.15,25.52,29.9,27.33,0.6,0.0,27,5,1
2018-2019,Chelsea,Everton,0,0,1760,1597,66.0,54.0,38.0,49.0,53.91,24.83,36.3,28.68,0.7333333333333333,0.8,27,18,0
2018-2019,Arsenal,Wolves,1,1,1699,1473,66.0,53.0,56.0,43.0,54.5,25.22,22.09,26.38,0.7333333333333333,0.4,23,15,0
2018-2019,Manchester City,Manchester Utd,3,1,1895,1736,100.0,26.0,69.0,52.0,44.82,23.87,62.81,21.46,0.8666666666666667,0.6666666666666666,29,20,1
2018-2019,Everton,Cardiff City,1,0,1604,1421,54.0,49.0,42.0,65.0,36.26,28.75,18.0,22.0,0.6666666666666666,0.4,19,8,1
2018-2019,Brighton,Leicester City,1,1,1522,1549,37.0,52.0,62.0,45.0,26.0,30.0,31.14,27.75,0.6,0.3333333333333333,14,17,0
2018-2019,Fulham,Southampton,3,2,1401,1488,43.0,73.0,50.0,59.0,29.84,27.27,30.83,27.75,0.0,0.2,5,8,1
2018-2019,Manchester Utd,Crystal Palace,0,0,1727,1504,69.0,51.0,52.0,53.0,62.75,21.44,27.35,25.14,0.6666666666666666,0.06666666666666667,20,8,0
2018-2019,West Ham,Manchester City,0,4,1545,1904,48.0,65.0,100.0,26.0,32.48,26.17,44.89,23.84,0.3333333333333333,0.8666666666666667,12,32,-1
2018-2019,Watford,Liverpool,0,3,1536,1799,52.0,62.0,81.0,29.0,25.25,22.28,50.2,25.49,0.4666666666666667,0.7333333333333333,20,30,-1
2018-2019,Tottenham,Chelsea,3,1,1779,1753,62.0,49.0,66.0,38.0,42.69,25.2,53.85,24.9,0.8,0.7333333333333333,27,28,1
2018-2019,Bournemouth,Arsenal,1,2,1576,1690,60.0,61.0,66.0,56.0,31.75,25.4,54.45,25.3,0.4666666666666667,0.6,20,24,-1
2018-2019,Wolves,Huddersfield,0,2,1482,1459,53.0,43.0,29.0,68.0,21.95,26.83,20.0,28.0,0.26666666666666666,0.3333333333333333,16,7,-1
2018-2019,Burnley,Newcastle Utd,1,2,1499,1519,46.0,65.0,40.0,58.0,25.61,24.39,37.58,25.5,0.13333333333333333,0.4666666666666667,9,9,-1
2018-2019,Cardiff City,Wolves,2,1,1413,1465,42.0,65.0,53.0,43.0,17.65,21.57,21.82,26.67,0.4,0.06666666666666667,8,16,1
2018-2019,Huddersfield,Brighton,1,2,1476,1523,29.0,68.0,37.0,62.0,21.57,27.45,25.49,31.37,0.4666666666666667,0.4666666666666667,10,15,-1
2018-2019,Crystal Palace,Burnley,2,0,1513,1484,51.0,53.0,46.0,65.0,27.27,25.34,25.45,24.24,0.13333333333333333,0.06666666666666667,9,9,1
2018-2019,Leicester City,Watford,2,0,1548,1530,52.0,45.0,52.0,62.0,31.08,27.91,25.12,22.17,0.4,0.4666666666666667,18,20,1
2018-2019,Manchester City,Bournemouth,3,1,1908,1565,101.0,26.0,60.0,61.0,44.96,23.82,31.5,25.2,1.0,0.26666666666666666,35,20,1
2018-2019,Newcastle Utd,West Ham,0,3,1534,1541,40.0,58.0,48.0,65.0,37.65,25.47,32.44,26.14,0.6666666666666666,0.3333333333333333,12,12,-1
2018-2019,Southampton,Manchester Utd,2,2,1468,1718,50.0,69.0,59.0,52.0,30.79,27.71,62.69,21.52,0.2,0.5333333333333333,8,21,0
2018-2019,Chelsea,Fulham,2,0,1738,1421,66.0,38.0,43.0,73.0,53.8,24.88,29.98,27.22,0.5333333333333333,0.2,28,8,1
2018-2019,Arsenal,Tottenham,4,2,1701,1794,66.0,56.0,62.0,49.0,54.49,25.27,42.74,25.17,0.6,0.8,27,30,1
2018-2019,Liverpool,Everton,1,0,1805,1612,81.0,29.0,54.0,49.0,50.25,25.47,36.33,28.73,0.8666666666666667,0.6666666666666666,33,22,1
2018-2019,West Ham,Cardiff City,3,1,1557,1431,48.0,64.0,42.0,65.0,32.52,26.11,19.23,21.15,0.5333333333333333,0.4,15,11,1
2018-2019,Brighton,Crystal Palace,3,1,1537,1528,37.0,62.0,51.0,53.0,26.92,30.77,27.47,25.27,0.4666666666666667,0.3333333333333333,18,12,1
2018-2019,Bournemouth,Huddersfield,2,1,1561,1462,60.0,61.0,29.0,68.0,31.25,25.0,21.15,26.92,0.2,0.4666666666666667,20,10,1
2018-2019,Watford,Manchester City,1,2,1515,1912,52.0,62.0,101.0,26.0,25.0,22.06,45.02,23.79,0.26666666666666666,1.0,20,38,-1
2018-2019,Fulham,Leicester City,1,1,1417,1563,43.0,52.0,73.0,45.0,29.92,27.17,31.22,27.85,0.2,0.6,8,21,0
2018-2019,Wolves,Chelsea,2,1,1447,1742,53.0,43.0,66.0,38.0,21.69,26.51,53.85,24.85,0.06666666666666667,0.6666666666666666,16,31,1
2018-2019,Burnley,Liverpool,1,3,1469,1813,46.0,65.0,81.0,29.0,25.3,24.1,50.3,25.44,0.06666666666666667,0.8666666666666667,9,36,-1
2018-2019,Everton,Newcastle Utd,1,1,1604,1518,54.0,40.0,49.0,58.0,36.29,28.7,37.61,25.45,0.4666666666666667,0.6666666666666666,22,12,0
2018-2019,Manchester Utd,Arsenal,2,2,1708,1721,69.0,66.0,52.0,56.0,62.62,21.6,54.54,25.25,0.5333333333333333,0.6,22,30,0
2018-2019,Tottenham,Southampton,3,1,1774,1478,62.0,49.0,50.0,59.0,42.7,25.15,30.75,27.81,0.6,0.2,30,9,1
2018-2019,Bournemouth,Liverpool,0,4,1573,1817,60.0,61.0,81.0,29.0,31.78,24.81,50.34,25.42,0.2,0.8666666666666667,23,39,-1
2018-2019,Burnley,Brighton,1,0,1465,1553,46.0,65.0,37.0,61.0,25.15,23.95,28.3,30.19,0.06666666666666667,0.4666666666666667,9,21,1
2018-2019,Cardiff City,Southampton,1,0,1421,1473,42.0,65.0,50.0,59.0,18.87,20.75,30.71,27.77,0.4,0.13333333333333333,11,9,1
2018-2019,Manchester Utd,Fulham,4,1,1709,1423,69.0,52.0,43.0,73.0,62.56,21.67,29.86,27.31,0.4,0.26666666666666666,23,9,1
2018-2019,Arsenal,Huddersfield,1,0,1720,1450,66.0,56.0,29.0,68.0,54.48,25.32,20.75,26.42,0.6,0.4666666666666667,31,10,1
2018-2019,West Ham,Crystal Palace,3,2,1567,1512,48.0,64.0,51.0,53.0,32.6,26.08,27.4,25.21,0.6666666666666666,0.26666666666666666,18,12,1
2018-2019,Chelsea,Manchester City,2,0,1715,1915,66.0,38.0,101.0,26.0,53.79,24.83,45.09,23.76,0.4666666666666667,1.0,31,41,1
2018-2019,Leicester City,Tottenham,0,2,1557,1779,52.0,45.0,62.0,49.0,31.16,28.0,42.76,25.12,0.6,0.8,22,33,-1
2018-2019,Newcastle Utd,Wolves,1,2,1522,1474,40.0,58.0,53.0,43.0,37.57,25.53,22.16,26.35,0.6666666666666666,0.26666666666666666,13,19,-1
2018-2019,Everton,Watford,2,2,1600,1512,54.0,52.0,49.0,62.0,36.26,28.77,24.88,21.95,0.5333333333333333,0.06666666666666667,23,20,0
2018-2019,Manchester City,Everton,3,1,1891,1596,101.0,26.0,54.0,49.0,45.04,23.73,36.22,28.84,0.8,0.4,41,24,1
2018-2019,Wolves,Bournemouth,2,0,1492,1567,53.0,43.0,60.0,61.0,22.62,26.19,31.54,24.62,0.4666666666666667,0.2,22,23,1
2018-2019,Huddersfield,Newcastle Utd,0,1,1444,1504,29.0,68.0,40.0,58.0,20.37,25.93,37.53,25.5,0.26666666666666666,0.4666666666666667,10,13,-1
2018-2019,Watford,Cardiff City,3,2,1516,1439,52.0,62.0,42.0,65.0,24.76,22.33,20.37,20.37,0.13333333333333333,0.6,21,14,1
2018-2019,Crystal Palace,Leicester City,1,0,1499,1550,51.0,53.0,52.0,45.0,27.32,25.14,31.09,27.94,0.26666666666666666,0.4,12,22,1
2018-2019,Tottenham,Burnley,1,0,1786,1485,62.0,49.0,46.0,65.0,42.81,25.1,25.6,23.81,0.8,0.26666666666666666,36,12,1
2018-2019,Fulham,West Ham,0,2,1418,1580,43.0,73.0,48.0,64.0,29.8,27.25,32.67,26.05,0.26666666666666666,0.6666666666666666,9,21,-1
2018-2019,Brighton,Chelsea,1,2,1533,1739,37.0,61.0,66.0,38.0,27.78,29.63,53.84,24.8,0.4666666666666667,0.4666666666666667,21,34,-1
2018-2019,Southampton,Arsenal,3,2,1455,1726,50.0,59.0,66.0,56.0,30.67,27.73,54.53,25.3,0.13333333333333333,0.7333333333333333,9,34,1
2018-2019,Liverpool,Manchester Utd,3,1,1823,1714,82.0,29.0,70.0,52.0,50.39,25.39,62.6,21.65,1.0,0.4,42,26,1
2018-2019,Wolves,Liverpool,0,2,1511,1834,53.0,43.0,82.0,29.0,23.08,26.04,50.44,25.37,0.6,1.0,25,45,-1
2018-2019,Arsenal,Burnley,3,1,1700,1480,66.0,56.0,46.0,65.0,54.47,25.27,25.44,23.67,0.6666666666666666,0.2,34,12,1
2018-2019,Chelsea,Leicester City,0,1,1746,1532,66.0,38.0,52.0,45.0,53.88,24.78,31.03,27.88,0.6,0.3333333333333333,37,22,-1
2018-2019,West Ham,Watford,0,2,1589,1529,48.0,64.0,52.0,62.0,32.75,26.02,25.12,22.22,0.8,0.26666666666666666,24,24,-1
2018-2019,Bournemouth,Brighton,2,0,1548,1526,60.0,61.0,37.0,61.0,31.3,24.43,27.27,29.09,0.2,0.4666666666666667,23,21,1
2018-2019,Newcastle Utd,Fulham,0,0,1517,1409,40.0,43.0,58.0,73.0,37.6,25.47,29.75,27.2,0.4666666666666667,0.26666666666666666,16,9,0
2018-2019,Huddersfield,Southampton,1,3,1431,1481,29.0,68.0,50.0,59.0,20.0,25.45,30.76,27.7,0.2,0.26666666666666666,10,12,-1
2018-2019,Manchester City,Crystal Palace,2,3,1896,1517,101.0,26.0,51.0,53.0,45.1,23.7,27.52,25.07,0.8,0.4666666666666667,44,15,-1
2018-2019,Cardiff City,Manchester Utd,1,5,1426,1703,42.0,65.0,70.0,52.0,20.0,20.0,62.54,21.63,0.4,0.4,14,26,-1
2018-2019,Everton,Tottenham,2,6,1591,1791,54.0,49.0,62.0,49.0,36.18,28.81,42.87,25.07,0.3333333333333333,0.8,24,39,-1
2018-2019,Fulham,Wolves,1,1,1414,1507,43.0,53.0,73.0,43.0,29.69,27.34,22.94,25.88,0.13333333333333333,0.6,10,25,0
2018-2019,Crystal Palace,Cardiff City,0,0,1546,1421,51.0,42.0,53.0,65.0,27.72,25.0,19.64,19.64,0.6,0.4,18,14,0
2018-2019,Burnley,Everton,1,5,1473,1583,46.0,65.0,54.0,49.0,25.29,23.53,36.15,28.78,0.2,0.13333333333333333,12,24,-1
2018-2019,Manchester Utd,Huddersfield,3,1,1708,1417,71.0,51.0,29.0,68.0,62.57,21.61,19.64,25.0,0.5333333333333333,0.0,29,10,1
2018-2019,Tottenham,Bournemouth,5,0,1799,1563,63.0,48.0,60.0,61.0,42.93,25.05,31.82,24.24,0.8,0.4,42,26,1
2018-2019,Leicester City,Manchester City,2,1,1557,1867,52.0,45.0,101.0,26.0,31.17,27.82,45.05,23.67,0.4666666666666667,0.6,25,44,1
2018-2019,Liverpool,Newcastle Utd,4,0,1838,1512,82.0,29.0,40.0,58.0,50.49,25.34,37.56,25.56,1.0,0.3333333333333333,48,17,1
2018-2019,Brighton,Arsenal,1,1,1511,1707,37.0,66.0,61.0,56.0,26.79,28.57,54.52,25.25,0.4,0.6666666666666666,21,37,0
2018-2019,Watford,Chelsea,1,2,1548,1721,52.0,62.0,66.0,38.0,25.48,22.12,53.83,24.75,0.4666666666666667,0.6,27,37,-1
2018-2019,Southampton,West Ham,1,2,1495,1570,50.0,59.0,48.0,64.0,30.85,27.66,32.71,25.99,0.4666666666666667,0.8,15,24,-1
2018-2019,Tottenham,Wolves,1,3,1806,1503,64.0,47.0,53.0,43.0,42.98,25.02,22.81,26.32,1.0,0.6666666666666666,45,26,-1
2018-2019,Leicester City,Cardiff City,0,1,1584,1427,52.0,45.0,42.0,65.0,31.32,27.77,19.3,21.05,0.4666666666666667,0.26666666666666666,28,15,-1
2018-2019,Watford,Newcastle Utd,1,1,1539,1508,52.0,40.0,62.0,58.0,25.36,22.01,37.51,25.53,0.4666666666666667,0.3333333333333333,27,17,0
2018-2019,Fulham,Huddersfield,1,0,1418,1412,43.0,73.0,29.0,68.0,29.63,27.49,19.3,24.56,0.2,0.0,11,10,1
2018-2019,Brighton,Everton,1,0,1519,1594,37.0,61.0,55.0,48.0,26.32,29.82,36.21,28.75,0.26666666666666666,0.3333333333333333,22,27,1
2018-2019,Liverpool,Arsenal,5,1,1842,1699,83.0,29.0,66.0,56.0,50.54,25.32,54.47,25.32,1.0,0.5333333333333333,51,38,1
2018-2019,Crystal Palace,Chelsea,0,1,1540,1730,51.0,53.0,66.0,38.0,27.64,25.2,53.88,24.73,0.4666666666666667,0.6,19,40,-1
2018-2019,Southampton,Manchester City,1,3,1482,1840,50.0,59.0,101.0,26.0,30.81,27.62,44.99,23.64,0.4,0.4,15,44,-1
2018-2019,Burnley,West Ham,2,0,1462,1583,46.0,65.0,48.0,64.0,25.15,23.39,32.79,25.96,0.2,0.8,12,27,1
2018-2019,Manchester Utd,Bournemouth,4,1,1713,1556,71.0,51.0,60.0,61.0,62.61,21.59,31.58,24.06,0.6666666666666666,0.4,32,26,1
2018-2019,Everton,Leicester City,0,1,1575,1561,55.0,48.0,52.0,45.0,36.18,28.73,31.25,27.71,0.26666666666666666,0.4,27,28,-1
2018-2019,Arsenal,Fulham,4,1,1689,1434,66.0,56.0,43.0,73.0,54.41,25.29,29.77,27.43,0.4666666666666667,0.3333333333333333,38,14,1
2018-2019,Cardiff City,Tottenham,0,3,1450,1779,42.0,65.0,64.0,47.0,20.69,20.69,42.94,25.0,0.4666666666666667,0.8,18,45,-1
2018-2019,Huddersfield,Burnley,1,2,1396,1483,29.0,68.0,46.0,65.0,18.97,24.14,25.58,23.26,0.0,0.4,10,15,-1
2018-2019,Bournemouth,Watford,3,3,1547,1538,60.0,52.0,61.0,62.0,31.34,23.88,25.24,22.38,0.2,0.5333333333333333,26,28,0
2018-2019,Chelsea,Southampton,0,0,1738,1478,66.0,50.0,38.0,59.0,53.92,24.71,30.77,27.59,0.8,0.4,43,15,0
2018-2019,West Ham,Brighton,2,2,1562,1538,48.0,37.0,64.0,61.0,32.75,25.93,27.59,29.31,0.6,0.26666666666666666,27,25,0
2018-2019,Wolves,Crystal Palace,0,2,1530,1532,53.0,43.0,51.0,53.0,23.26,26.16,27.57,25.14,0.6666666666666666,0.4666666666666667,29,19,-1
2018-2019,Newcastle Utd,Manchester Utd,0,2,1509,1722,40.0,58.0,72.0,51.0,37.47,25.61,62.65,21.57,0.3333333333333333,0.8,18,35,-1
2018-2019,Manchester City,Liverpool,2,1,1844,1852,101.0,26.0,84.0,29.0,45.06,23.61,50.59,25.29,0.4,1.0,47,54,1
2018-2019,West Ham,Arsenal,1,0,1561,1695,48.0,64.0,67.0,55.0,32.72,26.01,54.46,25.27,0.4666666666666667,0.4666666666666667,28,41,1
2018-2019,Cardiff City,Huddersfield,0,0,1446,1384,42.0,29.0,65.0,68.0,20.34,20.34,18.64,23.73,0.26666666666666666,0.0,18,10,0
2018-2019,Burnley,Fulham,2,1,1495,1428,46.0,65.0,43.0,73.0,26.01,23.12,29.71,27.38,0.4,0.3333333333333333,18,14,1
2018-2019,Crystal Palace,Watford,1,2,1548,1538,51.0,53.0,52.0,62.0,27.76,25.07,25.12,22.75,0.6666666666666666,0.5333333333333333,22,29,-1
2018-2019,Leicester City,Southampton,1,2,1578,1488,52.0,45.0,50.0,59.0,31.39,27.65,30.73,27.68,0.6,0.4666666666666667,31,16,-1
2018-2019,Brighton,Liverpool,0,1,1539,1836,37.0,61.0,84.0,29.0,27.12,30.51,50.54,25.27,0.3333333333333333,0.8,26,54,-1
2018-2019,Chelsea,Newcastle Utd,2,1,1728,1502,66.0,38.0,40.0,58.0,53.87,24.78,37.43,25.58,0.6666666666666666,0.3333333333333333,44,18,1
2018-2019,Everton,Bournemouth,2,0,1558,1547,55.0,48.0,60.0,61.0,36.14,28.7,31.11,24.44,0.2,0.26666666666666666,27,27,1
2018-2019,Tottenham,Manchester Utd,0,1,1783,1729,64.0,47.0,72.0,51.0,43.0,24.98,62.68,21.55,0.8,0.8,48,38,-1
2018-2019,Manchester City,Wolves,3,0,1860,1514,101.0,26.0,53.0,43.0,45.13,23.59,23.12,26.01,0.6,0.4666666666666667,50,29,1
2018-2019,Wolves,Leicester City,4,3,1510,1558,53.0,43.0,52.0,45.0,22.99,25.86,31.33,27.59,0.26666666666666666,0.6,29,31,1
2018-2019,Newcastle Utd,Cardiff City,3,0,1495,1443,40.0,58.0,42.0,65.0,37.39,25.55,20.0,21.67,0.13333333333333333,0.3333333333333333,18,19,1
2018-2019,Watford,Burnley,0,0,1554,1508,52.0,46.0,62.0,65.0,25.47,22.64,26.44,22.99,0.5333333333333333,0.6,32,21,0
2018-2019,Manchester Utd,Brighton,2,1,1747,1534,72.0,51.0,37.0,61.0,62.72,21.53,26.67,30.0,1.0,0.3333333333333333,41,26,1
2018-2019,Bournemouth,West Ham,2,0,1532,1583,60.0,61.0,48.0,64.0,30.88,24.26,32.79,25.98,0.26666666666666666,0.4666666666666667,27,31,1
2018-2019,Southampton,Everton,2,1,1508,1573,50.0,59.0,55.0,48.0,30.82,27.65,36.2,28.67,0.4666666666666667,0.4,19,30,1
2018-2019,Liverpool,Crystal Palace,4,3,1841,1532,84.0,29.0,51.0,53.0,50.59,25.24,27.69,25.0,0.8,0.4666666666666667,57,22,1
2018-2019,Arsenal,Chelsea,2,0,1673,1735,67.0,55.0,66.0,38.0,54.4,25.24,53.91,24.76,0.4666666666666667,0.6666666666666666,41,47,1
2018-2019,Huddersfield,Manchester City,0,3,1387,1864,29.0,68.0,101.0,26.0,18.33,25.0,45.19,23.56,0.06666666666666667,0.6,11,53,-1
2018-2019,Fulham,Tottenham,1,2,1415,1765,43.0,73.0,64.0,47.0,29.65,27.33,42.95,24.95,0.3333333333333333,0.6,14,48,-1
2018-2019,Wolves,West Ham,3,0,1528,1565,53.0,43.0,48.0,64.0,23.43,25.71,32.76,25.95,0.4666666666666667,0.4666666666666667,32,31,1
2018-2019,Arsenal,Cardiff City,2,1,1692,1429,67.0,55.0,42.0,65.0,54.45,25.22,19.67,21.31,0.4666666666666667,0.3333333333333333,44,19,1
2018-2019,Huddersfield,Everton,0,1,1385,1554,29.0,68.0,55.0,48.0,18.03,24.59,36.17,28.64,0.06666666666666667,0.4,11,30,-1
2018-2019,Fulham,Brighton,4,2,1411,1527,43.0,73.0,37.0,61.0,29.59,27.27,26.23,29.51,0.26666666666666666,0.3333333333333333,14,26,1
2018-2019,Manchester Utd,Burnley,2,2,1754,1510,72.0,46.0,51.0,65.0,62.76,21.51,26.29,23.43,1.0,0.6666666666666666,44,22,0
2018-2019,Newcastle Utd,Manchester City,2,1,1509,1866,40.0,57.0,101.0,26.0,37.46,25.52,45.26,23.53,0.26666666666666666,0.8,21,56,1
