Season,Team,Games,Saves,Goals Conceded,Clean Sheets,Saves per game,Goals Conceded per game,Clean Sheets per game,Saves%,Save Rate
2005-2006,Bolton,38,147.0,41,15,3.8684210526315788,1.0789473684210527,0.39473684210526316,0.7819148936170213,0.7819148936170213
2005-2006,Manchester City,38,158.0,48,6,4.157894736842105,1.263157894736842,0.15789473684210525,0.7669902912621359,0.7669902912621359
2005-2006,Middlesbrough,38,164.0,58,10,4.315789473684211,1.5263157894736843,0.2631578947368421,0.7387387387387387,0.7387387387387387
2005-2006,West Brom,38,189.0,56,10,4.973684210526316,1.4736842105263157,0.2631578947368421,0.7714285714285715,0.7714285714285715
2005-2006,Arsenal,38,138.0,31,16,3.6315789473684212,0.8157894736842105,0.42105263157894735,0.8165680473372781,0.8165680473372781
2005-2006,Everton,38,nan,49,13,nan,1.2894736842105263,0.34210526315789475,0,0
2005-2006,Tottenham,38,127.0,38,13,3.3421052631578947,1.0,0.34210526315789475,0.7696969696969697,0.7696969696969697
2005-2006,Aston Villa,38,196.0,55,11,5.157894736842105,1.4473684210526316,0.2894736842105263,0.7808764940239044,0.7808764940239044
2005-2006,Birmingham City,38,172.0,50,10,4.526315789473684,1.3157894736842106,0.2631578947368421,0.7747747747747747,0.7747747747747747
2007-2008,Arsenal,38,124,31,15,3.263157894736842,0.8157894736842105,0.39473684210526316,0.8,0.8
2007-2008,Portsmouth,38,165,40,16,4.342105263157895,1.0526315789473684,0.42105263157894735,0.8048780487804879,0.8048780487804879
2007-2008,Derby County,38,174,89,3,4.578947368421052,2.3421052631578947,0.07894736842105263,0.6615969581749049,0.6615969581749049
2007-2008,Aston Villa,38,119,51,9,3.1315789473684212,1.3421052631578947,0.23684210526315788,0.7,0.7
2007-2008,Chelsea,38,116,26,21,3.0526315789473686,0.6842105263157895,0.5526315789473685,0.8169014084507042,0.8169014084507042
2007-2008,Tottenham,38,145,61,9,3.8157894736842106,1.605263157894737,0.23684210526315788,0.7038834951456311,0.7038834951456311
2007-2008,Manchester Utd,38,128,22,21,3.3684210526315788,0.5789473684210527,0.5526315789473685,0.8533333333333334,0.8533333333333334
2007-2008,Birmingham City,38,204,62,3,5.368421052631579,1.631578947368421,0.07894736842105263,0.7669172932330827,0.7669172932330827
2007-2008,Blackburn,38,153,48,8,4.026315789473684,1.263157894736842,0.21052631578947367,0.7611940298507462,0.7611940298507462
2007-2008,Sunderland,38,123,59,7,3.236842105263158,1.5526315789473684,0.18421052631578946,0.6758241758241759,0.6758241758241759
2007-2008,Newcastle Utd,38,191,65,8,5.026315789473684,1.7105263157894737,0.21052631578947367,0.74609375,0.74609375
2007-2008,West Ham,38,139,50,8,3.6578947368421053,1.3157894736842106,0.21052631578947367,0.7354497354497355,0.7354497354497355
2007-2008,Bolton,38,153,54,12,4.026315789473684,1.4210526315789473,0.3157894736842105,0.7391304347826086,0.7391304347826086
2007-2008,Reading,38,188,66,8,4.947368421052632,1.736842105263158,0.21052631578947367,0.7401574803149606,0.7401574803149606
2007-2008,Manchester City,38,168,53,11,4.421052631578948,1.394736842105263,0.2894736842105263,0.7601809954751131,0.7601809954751131
2007-2008,Everton,38,143,33,14,3.763157894736842,0.868421052631579,0.3684210526315789,0.8125,0.8125
2007-2008,Middlesbrough,38,131,53,8,3.4473684210526314,1.394736842105263,0.21052631578947367,0.7119565217391305,0.7119565217391305
2007-2008,Fulham,38,170,60,7,4.473684210526316,1.5789473684210527,0.18421052631578946,0.7391304347826086,0.7391304347826086
2007-2008,Wigan Athletic,38,146,51,12,3.8421052631578947,1.3421052631578947,0.3157894736842105,0.7411167512690355,0.7411167512690355
2007-2008,Liverpool,38,110,28,18,2.8947368421052633,0.7368421052631579,0.47368421052631576,0.7971014492753623,0.7971014492753623
2008-2009,Arsenal,38,112,37,14,2.9473684210526314,0.9736842105263158,0.3684210526315789,0.7516778523489933,0.7516778523489933
2008-2009,Portsmouth,38,155,57,8,4.078947368421052,1.5,0.21052631578947367,0.7311320754716981,0.7311320754716981
2008-2009,Blackburn,38,117,60,10,3.0789473684210527,1.5789473684210527,0.2631578947368421,0.6610169491525424,0.6610169491525424
2008-2009,West Brom,38,160,67,8,4.2105263157894735,1.763157894736842,0.21052631578947367,0.7048458149779736,0.7048458149779736
2008-2009,Chelsea,38,120,24,22,3.1578947368421053,0.631578947368421,0.5789473684210527,0.8333333333333334,0.8333333333333334
2008-2009,Tottenham,38,158,45,13,4.157894736842105,1.1842105263157894,0.34210526315789475,0.7783251231527094,0.7783251231527094
2008-2009,Manchester Utd,38,114,24,24,3.0,0.631578947368421,0.631578947368421,0.8260869565217391,0.8260869565217391
2008-2009,Hull City,38,148,64,6,3.8947368421052633,1.6842105263157894,0.15789473684210525,0.6981132075471698,0.6981132075471698
2008-2009,Aston Villa,38,138,48,13,3.6315789473684212,1.263157894736842,0.34210526315789475,0.7419354838709677,0.7419354838709677
2008-2009,Sunderland,38,114,54,9,3.0,1.4210526315789473,0.23684210526315788,0.6785714285714286,0.6785714285714286
2008-2009,Manchester City,38,142,50,10,3.736842105263158,1.3157894736842106,0.2631578947368421,0.7395833333333334,0.7395833333333334
2008-2009,Newcastle Utd,38,151,59,7,3.973684210526316,1.5526315789473684,0.18421052631578946,0.719047619047619,0.719047619047619
2008-2009,West Ham,38,152,45,10,4.0,1.1842105263157894,0.2631578947368421,0.7715736040609137,0.7715736040609137
2008-2009,Everton,38,149,37,17,3.9210526315789473,0.9736842105263158,0.4473684210526316,0.8010752688172043,0.8010752688172043
2008-2009,Bolton,38,160,53,7,4.2105263157894735,1.394736842105263,0.18421052631578946,0.7511737089201878,0.7511737089201878
2008-2009,Middlesbrough,38,159,57,7,4.184210526315789,1.5,0.18421052631578946,0.7361111111111112,0.7361111111111112
2008-2009,Wigan Athletic,38,89,45,13,2.3421052631578947,1.1842105263157894,0.34210526315789475,0.664179104477612,0.664179104477612
2008-2009,Liverpool,38,95,27,20,2.5,0.7105263157894737,0.5263157894736842,0.7786885245901639,0.7786885245901639
2008-2009,Fulham,38,161,34,15,4.2368421052631575,0.8947368421052632,0.39473684210526316,0.8256410256410256,0.8256410256410256
2008-2009,Stoke City,38,136,55,12,3.5789473684210527,1.4473684210526316,0.3157894736842105,0.7120418848167539,0.7120418848167539
2009-2010,Arsenal,38,88,41,14,2.3157894736842106,1.0789473684210527,0.3684210526315789,0.6821705426356589,0.6821705426356589
2009-2010,Tottenham,38,137,41,13,3.6052631578947367,1.0789473684210527,0.34210526315789475,0.7696629213483146,0.7696629213483146
2009-2010,Portsmouth,38,145,66,7,3.8157894736842106,1.736842105263158,0.18421052631578946,0.6872037914691943,0.6872037914691943
2009-2010,Stoke City,38,144,48,14,3.789473684210526,1.263157894736842,0.3684210526315789,0.75,0.75
2009-2010,Blackburn,38,121,55,13,3.1842105263157894,1.4473684210526316,0.34210526315789475,0.6875,0.6875
2009-2010,Chelsea,38,81,32,18,2.1315789473684212,0.8421052631578947,0.47368421052631576,0.7168141592920354,0.7168141592920354
2009-2010,Manchester Utd,38,118,28,19,3.1052631578947367,0.7368421052631579,0.5,0.8082191780821918,0.8082191780821918
2009-2010,Hull City,38,161,75,7,4.2368421052631575,1.9736842105263157,0.18421052631578946,0.6822033898305084,0.6822033898305084
2009-2010,Aston Villa,38,147,39,15,3.8684210526315788,1.0263157894736843,0.39473684210526316,0.7903225806451613,0.7903225806451613
2009-2010,Manchester City,38,112,45,11,2.9473684210526314,1.1842105263157894,0.2894736842105263,0.7133757961783439,0.7133757961783439
2009-2010,Sunderland,38,143,56,7,3.763157894736842,1.4736842105263157,0.18421052631578946,0.7185929648241206,0.7185929648241206
2009-2010,West Ham,38,127,66,8,3.3421052631578947,1.736842105263158,0.21052631578947367,0.6580310880829016,0.6580310880829016
2009-2010,Wolves,38,169,56,8,4.447368421052632,1.4736842105263157,0.21052631578947367,0.7511111111111111,0.7511111111111111
2009-2010,Birmingham City,38,161,47,11,4.2368421052631575,1.236842105263158,0.2894736842105263,0.7740384615384616,0.7740384615384616
2009-2010,Everton,38,121,49,11,3.1842105263157894,1.2894736842105263,0.2894736842105263,0.711764705882353,0.711764705882353
2009-2010,Bolton,38,141,67,5,3.710526315789474,1.763157894736842,0.13157894736842105,0.6778846153846154,0.6778846153846154
2009-2010,Burnley,38,152,82,3,4.0,2.1578947368421053,0.07894736842105263,0.6495726495726496,0.6495726495726496
2009-2010,Wigan Athletic,38,127,79,8,3.3421052631578947,2.0789473684210527,0.21052631578947367,0.616504854368932,0.616504854368932
2009-2010,Liverpool,38,104,35,17,2.736842105263158,0.9210526315789473,0.4473684210526316,0.7482014388489209,0.7482014388489209
2009-2010,Fulham,38,130,46,12,3.4210526315789473,1.2105263157894737,0.3157894736842105,0.7386363636363636,0.7386363636363636
2010-2011,Arsenal,38,106,44,13,2.789473684210526,1.1578947368421053,0.34210526315789475,0.7066666666666667,0.7066666666666667
2010-2011,Stoke City,38,128,48,9,3.3684210526315788,1.263157894736842,0.23684210526315788,0.7272727272727273,0.7272727272727273
2010-2011,West Ham,38,173,70,5,4.552631578947368,1.8421052631578947,0.13157894736842105,0.7119341563786008,0.7119341563786008
2010-2011,Bolton,38,137,56,5,3.6052631578947367,1.4736842105263157,0.13157894736842105,0.7098445595854922,0.7098445595854922
2010-2011,Blackburn,38,135,59,8,3.5526315789473686,1.5526315789473684,0.21052631578947367,0.6958762886597938,0.6958762886597938
2010-2011,West Brom,38,111,71,2,2.9210526315789473,1.868421052631579,0.05263157894736842,0.6098901098901099,0.6098901098901099
2010-2011,Chelsea,38,115,33,15,3.026315789473684,0.868421052631579,0.39473684210526316,0.777027027027027,0.777027027027027
2010-2011,Tottenham,38,137,46,8,3.6052631578947367,1.2105263157894737,0.21052631578947367,0.7486338797814208,0.7486338797814208
2010-2011,Manchester Utd,38,102,37,15,2.6842105263157894,0.9736842105263158,0.39473684210526316,0.7338129496402878,0.7338129496402878
2010-2011,Birmingham City,38,199,58,9,5.2368421052631575,1.5263157894736843,0.23684210526315788,0.77431906614786,0.77431906614786
2010-2011,Aston Villa,38,130,59,7,3.4210526315789473,1.5526315789473684,0.18421052631578946,0.6878306878306878,0.6878306878306878
2010-2011,Blackpool,38,160,80,6,4.2105263157894735,2.1052631578947367,0.15789473684210525,0.6666666666666666,0.6666666666666666
2010-2011,Sunderland,38,150,56,13,3.9473684210526314,1.4736842105263157,0.34210526315789475,0.7281553398058253,0.7281553398058253
2010-2011,Wigan Athletic,38,135,61,7,3.5526315789473686,1.605263157894737,0.18421052631578946,0.6887755102040817,0.6887755102040817
2010-2011,Wolves,38,133,66,5,3.5,1.736842105263158,0.13157894736842105,0.6683417085427136,0.6683417085427136
2010-2011,Newcastle Utd,38,104,57,8,2.736842105263158,1.5,0.21052631578947367,0.6459627329192547,0.6459627329192547
2010-2011,Manchester City,38,120,33,18,3.1578947368421053,0.868421052631579,0.47368421052631576,0.7843137254901961,0.7843137254901961
2010-2011,Everton,38,108,45,9,2.8421052631578947,1.1842105263157894,0.23684210526315788,0.7058823529411765,0.7058823529411765
2010-2011,Liverpool,38,105,44,14,2.763157894736842,1.1578947368421053,0.3684210526315789,0.7046979865771812,0.7046979865771812
2010-2011,Fulham,38,128,43,14,3.3684210526315788,1.131578947368421,0.3684210526315789,0.7485380116959064,0.7485380116959064
2011-2012,Manchester Utd,38,126,33,20,3.3157894736842106,0.868421052631579,0.5263157894736842,0.7924528301886793,0.7924528301886793
2011-2012,Stoke City,38,124,53,9,3.263157894736842,1.394736842105263,0.23684210526315788,0.7005649717514124,0.7005649717514124
2011-2012,Bolton,38,156,77,3,4.105263157894737,2.026315789473684,0.07894736842105263,0.6695278969957081,0.6695278969957081
2011-2012,Blackburn,38,112,78,3,2.9473684210526314,2.0526315789473686,0.07894736842105263,0.5894736842105263,0.5894736842105263
2011-2012,Chelsea,38,115,46,10,3.026315789473684,1.2105263157894737,0.2631578947368421,0.7142857142857143,0.7142857142857143
2011-2012,QPR,38,141,66,7,3.710526315789474,1.736842105263158,0.18421052631578946,0.6811594202898551,0.6811594202898551
2011-2012,Liverpool,38,97,40,12,2.5526315789473686,1.0526315789473684,0.3157894736842105,0.708029197080292,0.708029197080292
2011-2012,West Brom,38,119,52,10,3.1315789473684212,1.368421052631579,0.2631578947368421,0.695906432748538,0.695906432748538
2011-2012,Tottenham,38,122,41,14,3.210526315789474,1.0789473684210527,0.3684210526315789,0.7484662576687117,0.7484662576687117
2011-2012,Aston Villa,38,132,53,9,3.473684210526316,1.394736842105263,0.23684210526315788,0.7135135135135136,0.7135135135135136
2011-2012,Sunderland,38,124,46,12,3.263157894736842,1.2105263157894737,0.3157894736842105,0.7294117647058823,0.7294117647058823
2011-2012,Wigan Athletic,38,138,62,8,3.6315789473684212,1.631578947368421,0.21052631578947367,0.69,0.69
2011-2012,Manchester City,38,104,29,17,2.736842105263158,0.7631578947368421,0.4473684210526316,0.7819548872180451,0.7819548872180451
2011-2012,Wolves,38,189,82,4,4.973684210526316,2.1578947368421053,0.10526315789473684,0.6974169741697417,0.6974169741697417
2011-2012,Everton,38,98,40,12,2.5789473684210527,1.0526315789473684,0.3157894736842105,0.7101449275362319,0.7101449275362319
2011-2012,Newcastle Utd,38,125,51,15,3.289473684210526,1.3421052631578947,0.39473684210526316,0.7102272727272727,0.7102272727272727
2011-2012,Norwich City,38,162,66,3,4.2631578947368425,1.736842105263158,0.07894736842105263,0.7105263157894737,0.7105263157894737
2011-2012,Fulham,38,149,51,11,3.9210526315789473,1.3421052631578947,0.2894736842105263,0.745,0.745
2011-2012,Arsenal,38,86,49,13,2.263157894736842,1.2894736842105263,0.34210526315789475,0.6370370370370371,0.6370370370370371
2011-2012,Swansea City,38,147,51,14,3.8684210526315788,1.3421052631578947,0.3684210526315789,0.7424242424242424,0.7424242424242424
2012-2013,Stoke City,38,109,45,12,2.8684210526315788,1.1842105263157894,0.3157894736842105,0.7077922077922078,0.7077922077922078
2012-2013,Southampton,38,102,60,7,2.6842105263157894,1.5789473684210527,0.18421052631578946,0.6296296296296297,0.6296296296296297
2012-2013,Norwich City,38,118,58,10,3.1052631578947367,1.5263157894736843,0.2631578947368421,0.6704545454545454,0.6704545454545454
2012-2013,Chelsea,38,123,39,14,3.236842105263158,1.0263157894736843,0.3684210526315789,0.7592592592592593,0.7592592592592593
2012-2013,QPR,38,132,60,7,3.473684210526316,1.5789473684210527,0.18421052631578946,0.6875,0.6875
2012-2013,Newcastle Utd,38,121,68,6,3.1842105263157894,1.7894736842105263,0.15789473684210525,0.6402116402116402,0.6402116402116402
2012-2013,Arsenal,38,105,37,14,2.763157894736842,0.9736842105263158,0.3684210526315789,0.7394366197183099,0.7394366197183099
2012-2013,Reading,38,163,73,5,4.2894736842105265,1.9210526315789473,0.13157894736842105,0.690677966101695,0.690677966101695
2012-2013,West Brom,38,120,57,8,3.1578947368421053,1.5,0.21052631578947367,0.6779661016949152,0.6779661016949152
2012-2013,Tottenham,38,81,46,9,2.1315789473684212,1.2105263157894737,0.23684210526315788,0.6377952755905512,0.6377952755905512
2012-2013,Manchester Utd,38,109,43,13,2.8684210526315788,1.131578947368421,0.34210526315789475,0.7171052631578947,0.7171052631578947
2012-2013,Aston Villa,38,124,69,5,3.263157894736842,1.8157894736842106,0.13157894736842105,0.6424870466321243,0.6424870466321243
2012-2013,Wigan Athletic,38,115,73,5,3.026315789473684,1.9210526315789473,0.13157894736842105,0.6117021276595744,0.6117021276595744
2012-2013,Manchester City,38,78,34,18,2.0526315789473686,0.8947368421052632,0.47368421052631576,0.6964285714285714,0.6964285714285714
2012-2013,Everton,38,103,40,11,2.710526315789474,1.0526315789473684,0.2894736842105263,0.7202797202797203,0.7202797202797203
2012-2013,West Ham,38,162,53,11,4.2631578947368425,1.394736842105263,0.2894736842105263,0.7534883720930232,0.7534883720930232
2012-2013,Liverpool,38,92,43,16,2.4210526315789473,1.131578947368421,0.42105263157894735,0.6814814814814815,0.6814814814814815
2012-2013,Sunderland,38,146,54,11,3.8421052631578947,1.4210526315789473,0.2894736842105263,0.73,0.73
2012-2013,Fulham,38,138,60,8,3.6315789473684212,1.5789473684210527,0.21052631578947367,0.696969696969697,0.696969696969697
2012-2013,Swansea City,38,150,51,10,3.9473684210526314,1.3421052631578947,0.2631578947368421,0.746268656716418,0.746268656716418
2013-2014,West Ham,38,142.0,51,14,3.736842105263158,1.3421052631578947,0.3684210526315789,0.7357512953367875,0.7357512953367875
2013-2014,Stoke City,38,121.0,52,9,3.1842105263157894,1.368421052631579,0.23684210526315788,0.6994219653179191,0.6994219653179191
2013-2014,Southampton,38,86.0,46,15,2.263157894736842,1.2105263157894737,0.39473684210526316,0.6515151515151515,0.6515151515151515
2013-2014,Chelsea,38,94.0,27,18,2.473684210526316,0.7105263157894737,0.47368421052631576,0.7768595041322314,0.7768595041322314
2013-2014,West Brom,38,115.0,59,6,3.026315789473684,1.5526315789473684,0.15789473684210525,0.6609195402298851,0.6609195402298851
2013-2014,Newcastle Utd,38,111.0,59,10,2.9210526315789473,1.5526315789473684,0.2631578947368421,0.6529411764705882,0.6529411764705882
2013-2014,Arsenal,38,nan,41,17,nan,1.0789473684210527,0.4473684210526316,0,0
2013-2014,Tottenham,38,101.0,51,14,2.6578947368421053,1.3421052631578947,0.3684210526315789,0.6644736842105263,0.6644736842105263
2013-2014,Manchester Utd,38,100.0,43,13,2.6315789473684212,1.131578947368421,0.34210526315789475,0.6993006993006993,0.6993006993006993
2013-2014,Aston Villa,38,113.0,61,9,2.973684210526316,1.605263157894737,0.23684210526315788,0.6494252873563219,0.6494252873563219
2013-2014,Hull City,38,111.0,53,10,2.9210526315789473,1.394736842105263,0.2631578947368421,0.676829268292683,0.676829268292683
2013-2014,Manchester City,38,89.0,37,16,2.3421052631578947,0.9736842105263158,0.42105263157894735,0.7063492063492064,0.7063492063492064
2013-2014,Crystal Palace,38,121.0,48,12,3.1842105263157894,1.263157894736842,0.3157894736842105,0.7159763313609467,0.7159763313609467
2013-2014,Everton,38,109.0,39,15,2.8684210526315788,1.0263157894736843,0.39473684210526316,0.7364864864864865,0.7364864864864865
2013-2014,Cardiff City,38,146.0,74,7,3.8421052631578947,1.9473684210526316,0.18421052631578946,0.6636363636363637,0.6636363636363637
2013-2014,Sunderland,38,157.0,60,11,4.131578947368421,1.5789473684210527,0.2894736842105263,0.7235023041474654,0.7235023041474654
2013-2014,Liverpool,38,102.0,50,10,2.6842105263157894,1.3157894736842106,0.2631578947368421,0.6710526315789473,0.6710526315789473
2013-2014,Norwich City,38,127.0,62,12,3.3421052631578947,1.631578947368421,0.3157894736842105,0.671957671957672,0.671957671957672
2013-2014,Fulham,38,156.0,85,4,4.105263157894737,2.236842105263158,0.10526315789473684,0.6473029045643154,0.6473029045643154
2013-2014,Swansea City,38,101.0,54,8,2.6578947368421053,1.4210526315789473,0.21052631578947367,0.6516129032258065,0.6516129032258065
2014-2015,West Ham,38,127,47,9,3.3421052631578947,1.236842105263158,0.23684210526315788,0.7298850574712644,0.7298850574712644
2014-2015,Newcastle Utd,38,98,63,8,2.5789473684210527,1.6578947368421053,0.21052631578947367,0.6086956521739131,0.6086956521739131
2014-2015,Stoke City,38,94,45,9,2.473684210526316,1.1842105263157894,0.23684210526315788,0.6762589928057554,0.6762589928057554
2014-2015,Manchester City,38,90,38,14,2.3684210526315788,1.0,0.3684210526315789,0.703125,0.703125
2014-2015,Chelsea,38,89,32,17,2.3421052631578947,0.8421052631578947,0.4473684210526316,0.7355371900826446,0.7355371900826446
2014-2015,Southampton,38,76,33,15,2.0,0.868421052631579,0.39473684210526316,0.6972477064220184,0.6972477064220184
2014-2015,Swansea City,38,139,49,13,3.6578947368421053,1.2894736842105263,0.34210526315789475,0.7393617021276596,0.7393617021276596
2014-2015,West Brom,38,131,51,16,3.4473684210526314,1.3421052631578947,0.42105263157894735,0.7197802197802198,0.7197802197802198
2014-2015,Manchester Utd,38,97,37,11,2.5526315789473686,0.9736842105263158,0.2894736842105263,0.7238805970149254,0.7238805970149254
2014-2015,Aston Villa,38,111,57,10,2.9210526315789473,1.5,0.2631578947368421,0.6607142857142857,0.6607142857142857
2014-2015,QPR,38,136,73,6,3.5789473684210527,1.9210526315789473,0.15789473684210525,0.6507177033492823,0.6507177033492823
2014-2015,Leicester City,38,117,55,10,3.0789473684210527,1.4473684210526316,0.2631578947368421,0.6802325581395349,0.6802325581395349
2014-2015,Hull City,38,102,51,10,2.6842105263157894,1.3421052631578947,0.2631578947368421,0.6666666666666666,0.6666666666666666
2014-2015,Burnley,38,125,53,10,3.289473684210526,1.394736842105263,0.2631578947368421,0.702247191011236,0.702247191011236
2014-2015,Crystal Palace,38,93,51,7,2.4473684210526314,1.3421052631578947,0.18421052631578946,0.6458333333333334,0.6458333333333334
2014-2015,Everton,38,78,50,10,2.0526315789473686,1.3157894736842106,0.2631578947368421,0.609375,0.609375
2014-2015,Liverpool,38,91,48,14,2.3947368421052633,1.263157894736842,0.3684210526315789,0.6546762589928058,0.6546762589928058
2014-2015,Tottenham,38,117,53,9,3.0789473684210527,1.394736842105263,0.23684210526315788,0.6882352941176471,0.6882352941176471
2014-2015,Sunderland,38,138,53,13,3.6315789473684212,1.394736842105263,0.34210526315789475,0.7225130890052356,0.7225130890052356
2014-2015,Arsenal,38,92,36,13,2.4210526315789473,0.9473684210526315,0.34210526315789475,0.71875,0.71875
2015-2016,West Ham,38,111,51,11,2.9210526315789473,1.3421052631578947,0.2894736842105263,0.6851851851851852,0.6851851851851852
2015-2016,Bournemouth,38,85,67,7,2.236842105263158,1.763157894736842,0.18421052631578946,0.5592105263157895,0.5592105263157895
2015-2016,Watford,38,73,50,11,1.9210526315789473,1.3157894736842106,0.2894736842105263,0.5934959349593496,0.5934959349593496
2015-2016,Chelsea,38,119,53,9,3.1315789473684212,1.394736842105263,0.23684210526315788,0.6918604651162791,0.6918604651162791
2015-2016,Liverpool,38,80,50,0,2.1052631578947367,1.3157894736842106,0.0,0.6153846153846154,0.6153846153846154
2015-2016,Aston Villa,38,110,76,6,2.8947368421052633,2.0,0.15789473684210525,0.5913978494623656,0.5913978494623656
2015-2016,Stoke City,38,120,55,10,3.1578947368421053,1.4473684210526316,0.2631578947368421,0.6857142857142857,0.6857142857142857
2015-2016,Manchester City,38,84,41,16,2.210526315789474,1.0789473684210527,0.42105263157894735,0.672,0.672
2015-2016,Arsenal,38,112,36,18,2.9473684210526314,0.9473684210526315,0.47368421052631576,0.7567567567567568,0.7567567567567568
2015-2016,Newcastle Utd,38,113,65,8,2.973684210526316,1.7105263157894737,0.21052631578947367,0.6348314606741573,0.6348314606741573
2015-2016,Southampton,38,92,41,12,2.4210526315789473,1.0789473684210527,0.3157894736842105,0.6917293233082706,0.6917293233082706
2015-2016,Swansea City,38,113,52,9,2.973684210526316,1.368421052631579,0.23684210526315788,0.6848484848484848,0.6848484848484848
2015-2016,West Brom,38,107,48,11,2.8157894736842106,1.263157894736842,0.2894736842105263,0.6903225806451613,0.6903225806451613
2015-2016,Manchester Utd,38,85,35,18,2.236842105263158,0.9210526315789473,0.47368421052631576,0.7083333333333334,0.7083333333333334
2015-2016,Crystal Palace,38,117,51,8,3.0789473684210527,1.3421052631578947,0.21052631578947367,0.6964285714285714,0.6964285714285714
2015-2016,Everton,38,124,55,10,3.263157894736842,1.4473684210526316,0.2631578947368421,0.6927374301675978,0.6927374301675978
2015-2016,Tottenham,38,86,35,13,2.263157894736842,0.9210526315789473,0.34210526315789475,0.7107438016528925,0.7107438016528925
2015-2016,Sunderland,38,151,62,7,3.973684210526316,1.631578947368421,0.18421052631578946,0.7089201877934272,0.7089201877934272
2015-2016,Norwich City,38,98,67,5,2.5789473684210527,1.763157894736842,0.13157894736842105,0.593939393939394,0.593939393939394
2015-2016,Leicester City,38,100,36,15,2.6315789473684212,0.9473684210526315,0.39473684210526316,0.7352941176470589,0.7352941176470589
2016-2017,West Ham,38,118,64,10,3.1052631578947367,1.6842105263157894,0.2631578947368421,0.6483516483516484,0.6483516483516484
2016-2017,Bournemouth,38,122,67,10,3.210526315789474,1.763157894736842,0.2631578947368421,0.6455026455026455,0.6455026455026455
2016-2017,Chelsea,38,72,33,16,1.894736842105263,0.868421052631579,0.42105263157894735,0.6857142857142857,0.6857142857142857
2016-2017,Manchester City,38,66,39,11,1.736842105263158,1.0263157894736843,0.2894736842105263,0.6285714285714286,0.6285714285714286
2016-2017,Stoke City,38,124,56,11,3.263157894736842,1.4736842105263157,0.2894736842105263,0.6888888888888889,0.6888888888888889
2016-2017,Manchester Utd,38,87,29,17,2.289473684210526,0.7631578947368421,0.4473684210526316,0.75,0.75
2016-2017,Arsenal,38,123,44,13,3.236842105263158,1.1578947368421053,0.34210526315789475,0.7365269461077845,0.7365269461077845
2016-2017,Swansea City,38,109,70,8,2.8684210526315788,1.8421052631578947,0.21052631578947367,0.6089385474860335,0.6089385474860335
2016-2017,Southampton,38,82,48,14,2.1578947368421053,1.263157894736842,0.3684210526315789,0.6307692307692307,0.6307692307692307
2016-2017,West Brom,38,109,51,6,2.8684210526315788,1.3421052631578947,0.15789473684210525,0.68125,0.68125
2016-2017,Watford,38,119,68,6,3.1315789473684212,1.7894736842105263,0.15789473684210525,0.6363636363636364,0.6363636363636364
2016-2017,Middlesbrough,38,118,53,11,3.1052631578947367,1.394736842105263,0.2894736842105263,0.6900584795321637,0.6900584795321637
2016-2017,Burnley,38,153,55,10,4.026315789473684,1.4473684210526316,0.2631578947368421,0.7355769230769231,0.7355769230769231
2016-2017,Crystal Palace,38,113,63,7,2.973684210526316,1.6578947368421053,0.18421052631578946,0.6420454545454546,0.6420454545454546
2016-2017,Hull City,38,134,80,5,3.526315789473684,2.1052631578947367,0.13157894736842105,0.6261682242990654,0.6261682242990654
2016-2017,Liverpool,38,72,42,12,1.894736842105263,1.105263157894737,0.3157894736842105,0.631578947368421,0.631578947368421
2016-2017,Tottenham,38,84,26,17,2.210526315789474,0.6842105263157895,0.4473684210526316,0.7636363636363637,0.7636363636363637
2016-2017,Sunderland,38,179,69,6,4.7105263157894735,1.8157894736842106,0.15789473684210525,0.7217741935483871,0.7217741935483871
2016-2017,Everton,38,104,44,13,2.736842105263158,1.1578947368421053,0.34210526315789475,0.7027027027027027,0.7027027027027027
2016-2017,Leicester City,38,127,63,9,3.3421052631578947,1.6578947368421053,0.23684210526315788,0.6684210526315789,0.6684210526315789
2017-2018,West Ham,38,119,68,10,3.1315789473684212,1.7894736842105263,0.2631578947368421,0.6363636363636364,0.6363636363636364
2017-2018,Bournemouth,38,109,61,6,2.8684210526315788,1.605263157894737,0.15789473684210525,0.6411764705882353,0.6411764705882353
2017-2018,Manchester City,38,58,27,18,1.5263157894736843,0.7105263157894737,0.47368421052631576,0.6823529411764706,0.6823529411764706
2017-2018,Stoke City,38,150,68,6,3.9473684210526314,1.7894736842105263,0.15789473684210525,0.6880733944954128,0.6944444444444444
2017-2018,Chelsea,38,81,38,16,2.1315789473684212,1.0,0.42105263157894735,0.680672268907563,0.6923076923076923
2017-2018,Arsenal,38,94,51,13,2.473684210526316,1.3421052631578947,0.34210526315789475,0.6482758620689655,0.6394557823129252
2017-2018,Newcastle Utd,38,102,47,9,2.6842105263157894,1.236842105263158,0.23684210526315788,0.6845637583892618,0.6891891891891891
2017-2018,Swansea City,38,133,56,9,3.5,1.4736842105263157,0.23684210526315788,0.7037037037037037,0.7
2017-2018,Southampton,38,108,56,8,2.8421052631578947,1.4736842105263157,0.21052631578947367,0.6585365853658537,0.6545454545454545
2017-2018,West Brom,38,100,56,10,2.6315789473684212,1.4736842105263157,0.2631578947368421,0.6410256410256411,0.6493506493506493
2017-2018,Tottenham,38,89,36,16,2.3421052631578947,0.9473684210526315,0.42105263157894735,0.712,0.717741935483871
