Season,Team,Games,Goals,G+A,Penalties,Avg Goals per Game,Avg G+A per Game,Avg Penalties per Game
2021-2022,Leeds United,38,37,60,5,0.9736842105263158,1.5789473684210527,0.13157894736842105
2021-2022,Brentford,38,36,62,6,0.9473684210526315,1.631578947368421,0.15789473684210525
2021-2022,Chelsea,38,53,87,8,1.394736842105263,2.289473684210526,0.21052631578947367
2021-2022,Burnley,38,24,41,1,0.631578947368421,1.0789473684210527,0.02631578947368421
2021-2022,Manchester Utd,38,54,90,3,1.4210526315789473,2.3684210526315788,0.07894736842105263
2021-2022,Norwich City,38,19,31,3,0.5,0.8157894736842105,0.07894736842105263
2021-2022,Manchester City,38,86,132,7,2.263157894736842,3.473684210526316,0.18421052631578946
2021-2022,Watford,38,32,50,1,0.8421052631578947,1.3157894736842106,0.02631578947368421
2022-2023,Leeds United,38,36,63,1,0.9473684210526315,1.6578947368421053,0.02631578947368421
2022-2023,Tottenham,38,60,99,5,1.5789473684210527,2.6052631578947367,0.13157894736842105
2022-2023,Southampton,38,31,50,2,0.8157894736842105,1.3157894736842106,0.05263157894736842
2022-2023,Crystal Palace,38,34,61,1,0.8947368421052632,1.605263157894737,0.02631578947368421
2022-2023,Leicester City,38,45,74,3,1.1842105263157894,1.9473684210526316,0.07894736842105263
2022-2023,Liverpool,38,65,100,2,1.7105263157894737,2.6315789473684212,0.05263157894736842
2022-2023,Everton,38,26,44,3,0.6842105263157895,1.1578947368421053,0.07894736842105263
2022-2023,Newcastle Utd,38,61,93,6,1.605263157894737,2.4473684210526314,0.15789473684210525
2022-2023,Manchester City,38,89,155,9,2.3421052631578947,4.078947368421052,0.23684210526315788
2022-2023,Bournemouth,38,33,53,0,0.868421052631579,1.394736842105263,0.0
2022-2023,West Ham,38,36,57,6,0.9473684210526315,1.5,0.15789473684210525
2022-2023,Manchester Utd,38,53,91,3,1.394736842105263,2.3947368421052633,0.07894736842105263
2022-2023,Aston Villa,38,46,75,3,1.2105263157894737,1.9736842105263157,0.07894736842105263
2022-2023,Chelsea,38,33,55,3,0.868421052631579,1.4473684210526316,0.07894736842105263
2022-2023,Nott'ham Forest,38,33,52,3,0.868421052631579,1.368421052631579,0.07894736842105263
2022-2023,Brighton,38,65,102,6,1.7105263157894737,2.6842105263157894,0.15789473684210525
2022-2023,Brentford,38,49,81,7,1.2894736842105263,2.1315789473684212,0.18421052631578946
2022-2023,Fulham,38,48,75,5,1.263157894736842,1.9736842105263157,0.13157894736842105
2022-2023,Wolves,38,24,34,3,0.631578947368421,0.8947368421052632,0.07894736842105263
2022-2023,Arsenal,38,74,128,3,1.9473684210526316,3.3684210526315788,0.07894736842105263
2023-2024,Sheffield Utd,38,25,41,5,0.6578947368421053,1.0789473684210527,0.13157894736842105
2023-2024,Bournemouth,38,47,75,2,1.236842105263158,1.9736842105263157,0.05263157894736842
2023-2024,Luton Town,38,42,60,5,1.105263157894737,1.5789473684210527,0.13157894736842105
2023-2024,Brighton,38,41,72,5,1.0789473684210527,1.894736842105263,0.13157894736842105
2023-2024,Nott'ham Forest,38,44,77,1,1.1578947368421053,2.026315789473684,0.02631578947368421
2023-2024,Crystal Palace,38,54,92,4,1.4210526315789473,2.4210526315789473,0.10526315789473684
2023-2024,Wolves,38,43,74,4,1.131578947368421,1.9473684210526316,0.10526315789473684
2023-2024,Manchester City,38,88,150,9,2.3157894736842106,3.9473684210526314,0.23684210526315788
2023-2024,Liverpool,38,69,114,6,1.8157894736842106,3.0,0.15789473684210525
2023-2024,Newcastle Utd,38,71,111,8,1.868421052631579,2.9210526315789473,0.21052631578947367
2023-2024,West Ham,38,52,83,4,1.368421052631579,2.1842105263157894,0.10526315789473684
2023-2024,Burnley,38,34,55,3,0.8947368421052632,1.4473684210526316,0.07894736842105263
2023-2024,Manchester Utd,38,51,77,6,1.3421052631578947,2.026315789473684,0.15789473684210525
2023-2024,Aston Villa,38,64,113,4,1.6842105263157894,2.973684210526316,0.10526315789473684
2023-2024,Fulham,38,48,79,2,1.263157894736842,2.0789473684210527,0.05263157894736842
2023-2024,Brentford,38,44,72,3,1.1578947368421053,1.894736842105263,0.07894736842105263
2023-2024,Tottenham,38,54,102,2,1.4210526315789473,2.6842105263157894,0.05263157894736842
2023-2024,Everton,38,33,47,2,0.868421052631579,1.236842105263158,0.05263157894736842
2023-2024,Chelsea,38,68,105,11,1.7894736842105263,2.763157894736842,0.2894736842105263
2023-2024,Arsenal,38,72,123,10,1.894736842105263,3.236842105263158,0.2631578947368421
