Home Team,Away Team,Home Team ELO,Away Team ELO,Home Team Win Percentage,Home Team Draw Percentage,Away Team Win Percentage,Away Team Draw Percentage,Winner
Aston Villa,Fulham,1505,1118,40.28,28.89,14.29,57.14,1
Blackburn,West Ham,1333,1333,43.36,26.92,33.96,27.04,1
Tottenham,Derby County,1409,1324,34.25,28.18,30.46,29.44,1
Everton,Aston Villa,1403,1484,30.66,28.45,40.44,28.81,1
Leicester City,Liverpool,1283,1559,30.71,26.56,46.81,25.76,-1
Manchester Utd,Bolton,1577,1327,62.15,24.86,23.53,24.71,-1
Arsenal,Blackburn,1552,1342,48.07,28.45,43.55,26.83,0
Derby County,Charlton Ath,1327,1396,30.3,29.29,28.92,30.12,0
West Ham,Southampton,1352,1388,33.86,26.96,30.19,24.93,1
Newcastle Utd,Tottenham,1433,1427,43.75,25.62,34.44,28.1,-1
Leeds United,Chelsea,1589,1531,42.54,28.18,40.44,30.19,0
Fulham,Ipswich Town,1128,1370,12.5,50.0,28.49,27.33,0
Middlesbrough,Sunderland,1400,1410,28.63,31.12,35.77,28.46,1
Aston Villa,Charlton Ath,1496,1384,40.33,28.73,28.57,30.95,1
West Ham,Chelsea,1376,1507,34.06,26.88,40.33,30.39,1
Southampton,Ipswich Town,1387,1371,30.11,24.86,28.32,27.75,0
Everton,Newcastle Utd,1388,1448,30.85,28.37,43.61,25.55,-1
Fulham,Southampton,1154,1361,11.11,55.56,30.03,25.07,1
Charlton Ath,Liverpool,1375,1568,28.24,30.59,46.96,25.69,-1
Manchester Utd,Leeds United,1578,1588,61.98,24.79,42.42,28.37,0
Aston Villa,Bolton,1505,1318,40.5,28.65,24.42,24.42,1
Sunderland,Arsenal,1416,1546,35.48,28.23,47.93,28.65,0
Tottenham,Middlesbrough,1442,1385,34.62,28.02,28.93,30.99,1
Ipswich Town,West Ham,1355,1392,28.16,28.16,34.27,26.79,-1
Derby County,Chelsea,1335,1499,30.15,29.65,40.22,30.3,0
Blackburn,Leicester City,1339,1286,43.4,27.08,30.58,26.45,0
West Ham,Fulham,1366,1180,34.47,26.71,20.0,50.0,-1
Newcastle Utd,Aston Villa,1467,1486,43.79,25.47,40.66,28.57,1
Middlesbrough,Derby County,1399,1321,28.81,30.86,30.0,30.0,1
Southampton,Blackburn,1344,1356,29.95,25.0,43.25,27.34,-1
Leicester City,Sunderland,1308,1394,30.45,26.75,35.2,28.8,1
Bolton,Everton,1321,1385,24.14,24.14,30.77,28.3,0
Chelsea,Ipswich Town,1509,1345,40.11,30.49,28.0,28.0,1
Liverpool,Manchester Utd,1584,1562,47.11,25.62,61.81,25.0,1
Arsenal,Charlton Ath,1523,1398,47.8,28.85,27.91,30.23,-1
Leeds United,Tottenham,1598,1432,42.31,28.57,34.79,27.95,1
Fulham,Newcastle Utd,1207,1440,27.27,45.45,43.96,25.39,1
Sunderland,Leeds United,1418,1574,34.92,28.57,42.47,28.49,1
Aston Villa,Middlesbrough,1482,1403,40.55,28.49,29.1,30.74,0
Derby County,Southampton,1338,1327,29.85,29.85,29.86,24.93,1
Tottenham,Arsenal,1436,1519,34.7,27.87,47.67,28.77,0
Manchester Utd,Leicester City,1568,1302,61.64,24.93,30.74,26.64,1
Blackburn,Liverpool,1365,1575,43.45,27.24,47.25,25.55,0
Ipswich Town,Bolton,1328,1338,27.84,27.84,23.86,25.0,-1
Everton,Chelsea,1390,1504,30.68,28.49,40.27,30.41,0
Charlton Ath,West Ham,1397,1367,28.74,29.89,34.37,26.63,0
Newcastle Utd,Derby County,1451,1327,43.83,25.31,30.2,29.7,1
Chelsea,Blackburn,1498,1371,40.16,30.6,43.3,27.49,0
Leicester City,Everton,1306,1386,30.61,26.53,30.6,28.69,0
Southampton,Charlton Ath,1346,1378,29.78,24.86,28.41,30.68,1
Bolton,Fulham,1332,1213,24.72,24.72,33.33,41.67,0
West Ham,Tottenham,1354,1449,34.26,26.85,34.6,28.07,-1
Liverpool,Sunderland,1584,1409,47.12,25.75,35.43,28.35,1
Leeds United,Aston Villa,1570,1486,42.35,28.42,40.44,28.69,0
Middlesbrough,Ipswich Town,1400,1331,28.98,31.02,27.68,27.68,0
Arsenal,Manchester Utd,1537,1550,47.54,28.96,61.75,24.86,1
Sunderland,West Ham,1422,1341,35.16,28.12,34.15,26.77,1
Derby County,Liverpool,1321,1590,30.05,29.56,47.27,25.68,-1
Charlton Ath,Newcastle Utd,1381,1448,28.09,30.34,44.0,25.23,0
Aston Villa,Leicester City,1462,1330,40.33,28.88,30.49,26.83,-1
Ipswich Town,Arsenal,1324,1544,27.53,28.09,47.68,28.88,-1
Manchester Utd,Chelsea,1532,1516,61.58,24.8,40.05,30.79,-1
Blackburn,Middlesbrough,1356,1415,43.15,27.74,28.86,31.3,-1
Fulham,Leeds United,1225,1558,30.77,46.15,42.23,28.61,0
Everton,Southampton,1400,1332,30.52,28.88,29.97,24.8,1
Tottenham,Bolton,1460,1321,34.78,27.99,24.44,25.56,1
West Ham,Aston Villa,1346,1457,34.05,26.69,40.22,28.8,0
Chelsea,Charlton Ath,1494,1403,40.22,30.71,27.78,31.11,-1
Liverpool,Middlesbrough,1599,1406,47.41,25.61,29.15,31.17,1
Fulham,Everton,1248,1377,28.57,50.0,30.71,28.8,1
Manchester Utd,West Ham,1508,1370,61.41,24.73,33.94,26.91,-1
Leicester City,Southampton,1314,1348,30.77,26.72,29.89,24.73,-1
Derby County,Bolton,1337,1305,29.9,29.41,24.18,25.27,1
Charlton Ath,Tottenham,1422,1441,28.57,30.77,34.96,27.91,1
Blackburn,Leeds United,1348,1566,43.0,27.65,42.12,28.8,-1
Arsenal,Aston Villa,1556,1445,47.83,28.8,40.11,29.0,1
Ipswich Town,Newcastle Utd,1313,1459,27.37,27.93,43.87,25.46,-1
Sunderland,Chelsea,1425,1491,35.66,27.91,40.11,30.62,0
Manchester Utd,Derby County,1517,1328,61.25,24.66,30.24,29.27,1
Liverpool,Fulham,1587,1260,47.55,25.54,33.33,46.67,0
Southampton,Sunderland,1367,1406,30.08,24.66,35.38,28.46,1
West Ham,Arsenal,1378,1548,34.15,26.83,47.97,28.73,0
Bolton,Charlton Ath,1310,1417,23.91,25.0,29.35,30.43,0
Tottenham,Fulham,1449,1252,34.86,27.84,31.25,50.0,1
Newcastle Utd,Blackburn,1470,1337,44.04,25.38,42.86,27.55,1
Middlesbrough,Manchester Utd,1395,1528,29.03,31.05,61.35,24.59,-1
Everton,Derby County,1391,1314,30.62,28.73,30.1,29.13,1
Leeds United,Leicester City,1556,1324,42.28,28.73,30.65,26.61,0
Chelsea,Liverpool,1511,1567,40.0,30.81,47.43,25.75,1
Aston Villa,Ipswich Town,1455,1303,40.0,28.92,27.22,27.78,1
Arsenal,Newcastle Utd,1528,1490,47.84,28.92,44.21,25.3,-1
Leeds United,Everton,1565,1382,42.16,28.92,30.81,28.65,1
Leicester City,West Ham,1326,1376,30.52,26.91,34.04,27.05,0
Derby County,Aston Villa,1336,1433,29.95,28.99,40.16,28.84,1
Charlton Ath,Blackburn,1397,1357,29.03,31.18,42.71,27.46,-1
Sunderland,Everton,1421,1367,35.11,28.24,30.73,28.57,1
Tottenham,Ipswich Town,1427,1325,35.04,27.76,27.07,27.62,-1
Manchester Utd,Southampton,1537,1358,61.46,24.53,30.27,24.59,1
Leeds United,Newcastle Utd,1546,1509,42.32,28.84,44.38,25.23,-1
Chelsea,Bolton,1519,1302,40.16,30.73,23.66,25.81,1
Liverpool,Arsenal,1549,1546,47.3,25.68,47.71,28.84,-1
Everton,Manchester Utd,1358,1546,30.65,28.49,61.56,24.46,-1
West Ham,Derby County,1390,1322,33.94,27.27,30.29,28.85,1
Aston Villa,Liverpool,1422,1560,40.05,28.76,47.17,25.61,-1
Arsenal,Chelsea,1561,1504,47.85,28.76,40.32,30.65,1
Bolton,Leeds United,1296,1552,23.4,25.53,42.2,28.76,-1
Fulham,Charlton Ath,1258,1391,29.41,47.06,28.72,30.85,0
Blackburn,Sunderland,1344,1434,42.91,27.36,35.61,28.03,-1
Southampton,Tottenham,1377,1408,30.19,24.53,34.95,27.69,1
Ipswich Town,Leicester City,1341,1310,27.47,27.47,30.4,27.2,1
Newcastle Utd,Middlesbrough,1520,1384,44.55,25.15,28.92,30.92,1
Bolton,Leicester City,1297,1309,23.16,25.26,30.28,27.09,0
Everton,Charlton Ath,1344,1405,30.56,28.42,28.42,31.58,-1
Newcastle Utd,Chelsea,1503,1521,44.71,25.08,40.21,30.56,-1
West Ham,Liverpool,1397,1553,34.14,27.19,47.31,25.54,0
Arsenal,Middlesbrough,1569,1376,47.99,28.69,28.8,30.8,1
Blackburn,Derby County,1327,1339,42.76,27.27,30.14,28.71,-1
Ipswich Town,Sunderland,1361,1414,27.87,27.32,36.09,27.82,1
Southampton,Leeds United,1368,1561,30.38,24.46,42.36,28.69,-1
Aston Villa,Tottenham,1421,1409,39.95,28.69,34.85,27.61,0
Fulham,Manchester Utd,1253,1551,27.78,50.0,61.66,24.4,-1
Chelsea,Southampton,1498,1391,40.37,30.48,30.29,24.4,-1
Liverpool,Bolton,1543,1307,47.18,25.74,22.92,26.04,0
Tottenham,Blackburn,1421,1315,34.76,27.81,42.62,27.18,1
Sunderland,Aston Villa,1414,1421,35.82,27.61,39.84,28.88,0
Middlesbrough,Everton,1391,1329,28.69,30.68,30.48,28.34,1
Charlton Ath,Ipswich Town,1419,1347,29.17,31.25,28.26,27.17,1
Leeds United,West Ham,1570,1388,42.51,28.61,34.04,27.41,1
Manchester Utd,Newcastle Utd,1565,1489,61.76,24.33,44.58,25.0,1
Derby County,Fulham,1319,1273,30.48,28.57,26.32,47.37,-1
Southampton,Liverpool,1414,1520,30.48,24.33,47.06,25.94,1
West Ham,Leicester City,1400,1297,33.93,27.33,30.16,27.38,1
Aston Villa,Derby County,1432,1308,39.73,29.07,30.33,28.44,1
Ipswich Town,Tottenham,1366,1402,28.11,27.03,34.93,27.73,1
Newcastle Utd,Leeds United,1509,1550,44.44,24.92,42.67,28.53,1
Blackburn,Charlton Ath,1336,1398,42.47,27.09,29.9,30.93,1
Everton,Sunderland,1349,1394,30.4,28.27,35.56,28.15,1
Fulham,Middlesbrough,1294,1370,30.0,45.0,28.97,30.56,1
Bolton,Chelsea,1315,1490,22.68,26.8,40.27,30.4,0
Southampton,Manchester Utd,1405,1574,30.67,24.27,61.87,24.27,-1
Arsenal,Liverpool,1567,1522,48.13,28.61,46.93,25.87,0
Liverpool,Southampton,1517,1410,46.81,26.06,30.59,24.2,0
Manchester Utd,Blackburn,1580,1330,61.97,24.2,42.67,27.0,1
Derby County,Ipswich Town,1295,1379,30.19,28.3,28.49,26.88,-1
Tottenham,Everton,1400,1351,34.84,27.66,30.59,28.19,0
Leicester City,Newcastle Utd,1306,1500,30.04,27.27,44.61,24.85,0
Sunderland,Fulham,1390,1298,35.29,27.94,33.33,42.86,0
Middlesbrough,Bolton,1367,1318,28.85,30.43,22.45,27.55,0
Leeds United,Arsenal,1551,1566,42.55,28.46,48.0,28.8,0
Chelsea,West Ham,1502,1388,40.16,30.59,34.13,27.25,1
Charlton Ath,Aston Villa,1384,1446,29.59,30.61,39.89,28.99,-1
Manchester Utd,Liverpool,1561,1536,62.07,24.14,46.68,26.26,-1
Leicester City,Arsenal,1300,1572,29.92,27.56,47.87,28.99,-1
Charlton Ath,Derby County,1396,1283,29.29,30.3,30.05,28.17,1
Bolton,Manchester Utd,1312,1567,22.22,28.28,61.9,24.07,-1
Sunderland,Middlesbrough,1373,1384,35.04,28.47,28.74,30.71,-1
Aston Villa,Everton,1442,1355,40.05,28.91,30.5,28.38,0
Ipswich Town,Fulham,1391,1286,28.88,26.74,31.82,45.45,1
Chelsea,Leeds United,1520,1533,40.32,30.5,42.44,28.65,1
Tottenham,Newcastle Utd,1388,1512,34.75,27.85,44.48,25.07,-1
Southampton,West Ham,1425,1373,30.5,24.4,34.03,27.16,1
Blackburn,Arsenal,1324,1578,42.52,26.91,48.01,28.91,-1
Liverpool,Leicester City,1543,1293,46.83,26.19,29.8,27.45,1
Leicester City,Chelsea,1286,1527,29.69,27.34,40.48,30.42,-1
West Ham,Blackburn,1387,1310,33.93,27.08,42.38,26.82,1
Arsenal,Southampton,1571,1432,48.15,28.84,30.69,24.34,0
Newcastle Utd,Bolton,1520,1304,44.64,25.0,22.0,28.0,1
Derby County,Tottenham,1304,1367,29.91,28.04,34.66,27.78,1
Fulham,Aston Villa,1293,1435,30.43,43.48,39.95,29.1,0
Manchester Utd,Sunderland,1575,1365,62.01,24.01,34.78,28.26,1
Everton,Ipswich Town,1341,1405,30.42,28.57,29.26,26.6,-1
Leeds United,Liverpool,1517,1559,42.33,28.57,46.97,26.12,-1
Middlesbrough,Charlton Ath,1385,1395,29.02,30.59,30.0,30.0,0
Aston Villa,Chelsea,1439,1523,39.84,29.29,40.63,30.34,0
Newcastle Utd,Southampton,1532,1420,44.81,24.93,30.61,24.54,1
Tottenham,Leicester City,1379,1274,34.56,27.7,29.57,27.24,1
Fulham,Blackburn,1310,1293,29.17,45.83,42.24,26.73,1
Bolton,West Ham,1324,1367,21.78,27.72,34.12,27.0,1
Derby County,Sunderland,1291,1378,30.23,27.91,34.53,28.06,-1
Ipswich Town,Liverpool,1396,1568,29.63,26.46,47.11,26.05,-1
Middlesbrough,Leeds United,1391,1511,28.91,30.86,42.22,28.5,0
Everton,Arsenal,1334,1578,30.34,28.5,48.02,29.02,-1
Charlton Ath,Manchester Utd,1387,1583,29.7,30.69,62.11,23.95,-1
Middlesbrough,Fulham,1403,1298,28.79,31.13,32.0,44.0,1
Liverpool,Everton,1559,1343,47.24,25.98,30.26,28.42,0
Arsenal,Fulham,1583,1293,48.16,28.95,30.77,42.31,1
West Ham,Middlesbrough,1385,1385,34.02,26.92,29.07,31.01,1
Manchester Utd,Aston Villa,1593,1429,62.2,23.88,39.74,29.47,1
Southampton,Bolton,1416,1328,30.53,24.47,22.55,27.45,0
Leicester City,Derby County,1259,1306,29.46,27.13,30.09,27.78,-1
Leeds United,Charlton Ath,1506,1392,42.11,28.68,29.41,30.39,0
Sunderland,Newcastle Utd,1369,1541,35.0,27.86,44.97,24.85,-1
Bolton,Blackburn,1326,1295,22.33,28.16,42.11,26.64,0
Newcastle Utd,Arsenal,1527,1597,45.13,24.78,48.29,28.87,-1
Charlton Ath,Chelsea,1414,1501,29.13,31.07,40.53,30.53,1
Middlesbrough,Leicester City,1395,1249,28.96,30.89,29.34,27.03,1
Fulham,Liverpool,1287,1565,29.63,40.74,47.12,26.18,-1
Ipswich Town,Southampton,1381,1431,29.47,26.32,30.45,24.67,-1
Tottenham,Sunderland,1395,1353,34.74,27.63,34.75,27.66,1
Aston Villa,West Ham,1443,1371,39.63,29.4,34.22,26.84,1
Derby County,Manchester Utd,1317,1582,30.41,27.65,62.3,23.82,0
Everton,Leeds United,1350,1499,30.18,28.61,41.99,28.87,0
Arsenal,Derby County,1602,1312,48.43,28.8,30.28,27.98,1
Sunderland,Bolton,1368,1311,34.51,27.46,22.12,28.85,1
Blackburn,Aston Villa,1317,1421,41.97,26.89,39.79,29.32,1
Manchester Utd,Tottenham,1590,1387,62.14,24.02,34.91,27.56,1
Liverpool,Newcastle Utd,1579,1513,47.26,26.11,45.0,24.71,1
Southampton,Middlesbrough,1429,1397,30.63,24.61,29.23,30.77,0
Leeds United,Ipswich Town,1510,1370,41.88,29.06,29.32,26.18,1
West Ham,Everton,1386,1335,34.12,26.76,30.1,28.8,1
Chelsea,Fulham,1508,1280,40.42,30.45,28.57,39.29,1
Leicester City,Charlton Ath,1256,1407,29.23,26.92,29.81,30.77,0
Chelsea,Tottenham,1519,1376,40.58,30.37,34.82,27.49,1
Blackburn,Ipswich Town,1335,1352,42.16,26.8,29.17,26.04,1
Newcastle Utd,Ipswich Town,1506,1359,44.87,24.63,29.02,25.91,0
Southampton,Leicester City,1422,1263,30.55,24.8,29.12,27.2,0
Everton,Fulham,1348,1267,30.03,28.72,27.59,37.93,1
Bolton,Derby County,1295,1328,21.9,28.57,30.14,27.85,-1
West Ham,Manchester Utd,1378,1598,34.31,26.69,62.24,23.96,-1
Middlesbrough,Liverpool,1389,1587,29.12,31.03,47.4,26.04,-1
Chelsea,Sunderland,1528,1359,40.73,30.29,34.97,27.27,1
Leeds United,Blackburn,1519,1326,42.04,28.98,42.35,26.71,1
Aston Villa,Arsenal,1413,1610,39.69,29.24,48.56,28.72,-1
Tottenham,Charlton Ath,1361,1422,34.73,27.42,29.52,31.43,-1
Ipswich Town,Aston Villa,1361,1411,28.87,26.29,39.58,29.17,0
Charlton Ath,Bolton,1400,1317,30.19,31.13,21.7,28.3,-1
Manchester Utd,Middlesbrough,1573,1414,62.34,23.9,29.01,30.92,-1
Sunderland,Southampton,1362,1419,34.72,27.08,30.47,25.0,0
Derby County,Everton,1313,1363,30.45,27.73,30.21,28.65,-1
Leicester City,Leeds United,1257,1525,29.01,27.48,42.19,28.91,-1
Fulham,Tottenham,1255,1373,26.67,36.67,34.64,27.34,-1
Liverpool,Chelsea,1600,1515,47.53,25.97,40.89,30.21,1
Newcastle Utd,Everton,1516,1353,44.74,24.85,30.39,28.57,1
Middlesbrough,Tottenham,1412,1375,29.28,30.8,34.81,27.27,0
Southampton,Fulham,1412,1262,30.39,25.19,25.81,35.48,0
Arsenal,Sunderland,1616,1356,48.7,28.65,34.48,27.59,1
Liverpool,Charlton Ath,1608,1392,47.67,25.91,29.91,30.84,1
Chelsea,Derby County,1523,1305,40.78,30.13,30.32,27.6,1
Leicester City,Blackburn,1276,1307,28.9,27.38,42.21,26.62,1
Leeds United,Manchester Utd,1511,1587,42.34,28.83,62.18,23.83,-1
Bolton,Aston Villa,1337,1391,22.43,28.04,39.48,29.35,1
West Ham,Ipswich Town,1393,1346,34.21,26.61,28.72,26.67,1
Ipswich Town,Chelsea,1354,1515,28.57,26.53,40.93,30.05,0
Fulham,West Ham,1252,1403,25.0,37.5,34.4,26.53,-1
Derby County,Middlesbrough,1294,1423,30.18,27.48,29.17,31.06,-1
Everton,Bolton,1368,1322,30.31,28.5,23.15,27.78,1
Tottenham,Leeds United,1397,1489,34.72,27.46,42.23,28.76,1
Blackburn,Southampton,1328,1391,42.07,26.54,30.31,25.39,1
Charlton Ath,Arsenal,1385,1623,29.63,30.56,48.83,28.57,-1
Sunderland,Leicester City,1368,1264,34.25,27.4,29.17,27.27,1
Aston Villa,Newcastle Utd,1397,1510,39.38,29.27,44.9,24.78,0
Southampton,Derby County,1403,1282,30.23,25.32,30.04,27.35,1
Arsenal,Tottenham,1630,1390,48.96,28.5,34.88,27.39,1
Bolton,Ipswich Town,1339,1337,22.94,27.52,28.43,26.9,1
Chelsea,Everton,1525,1358,40.83,30.23,30.49,28.42,1
Leicester City,Manchester Utd,1260,1591,29.06,27.17,62.27,23.77,-1
West Ham,Charlton Ath,1418,1370,34.59,26.45,29.36,30.28,1
Middlesbrough,Aston Villa,1438,1382,29.43,30.94,39.28,29.46,1
Leeds United,Sunderland,1500,1357,42.12,28.68,34.69,27.21,1
Newcastle Utd,Fulham,1500,1262,44.77,25.0,24.24,36.36,0
Blackburn,Chelsea,1336,1517,42.26,26.45,40.98,30.15,0
Aston Villa,Leeds United,1371,1511,39.18,29.38,42.27,28.61,-1
Everton,Leicester City,1354,1264,30.41,28.35,28.95,27.07,0
Tottenham,West Ham,1391,1417,34.79,27.32,34.78,26.38,0
Charlton Ath,Southampton,1372,1401,29.09,30.0,30.41,25.26,0
Derby County,Newcastle Utd,1275,1507,29.91,27.23,44.64,25.22,-1
Sunderland,Liverpool,1351,1614,34.46,27.03,47.8,25.84,-1
Chelsea,Manchester Utd,1504,1604,40.87,30.33,62.37,23.71,-1
Bolton,Tottenham,1341,1389,23.64,27.27,34.7,27.51,0
Leicester City,Aston Villa,1269,1366,28.84,27.34,39.07,29.31,0
Liverpool,Derby County,1618,1271,47.94,25.77,29.78,27.11,1
Southampton,Everton,1383,1372,30.33,25.45,30.33,28.53,-1
Newcastle Utd,Charlton Ath,1517,1362,44.8,25.14,28.83,30.63,1
Leeds United,Fulham,1485,1288,42.42,28.53,23.53,38.24,-1
West Ham,Sunderland,1430,1338,34.68,26.59,34.23,26.85,1
Middlesbrough,Blackburn,1417,1357,29.7,30.83,42.12,26.69,-1
Arsenal,Ipswich Town,1635,1332,49.1,28.42,28.28,26.77,1
Blackburn,Newcastle Utd,1364,1510,42.31,26.6,44.96,25.07,0
Fulham,Bolton,1306,1323,25.71,37.14,23.42,27.93,1
Arsenal,West Ham,1643,1422,49.23,28.35,34.87,26.51,1
Ipswich Town,Middlesbrough,1352,1397,28.14,26.63,29.59,30.71,1
Ipswich Town,Manchester Utd,1346,1610,28.5,26.5,62.47,23.65,-1
Derby County,Leeds United,1264,1492,29.65,26.99,42.31,28.46,-1
Tottenham,Liverpool,1414,1593,34.62,27.69,48.07,25.71,1
Charlton Ath,Sunderland,1361,1339,28.57,30.36,34.0,26.67,0
Fulham,Leicester City,1304,1271,27.78,36.11,28.73,27.61,0
Newcastle Utd,West Ham,1522,1410,44.83,25.29,34.77,26.44,1
Aston Villa,Southampton,1383,1366,38.97,29.49,30.26,25.38,1
Middlesbrough,Chelsea,1386,1515,29.48,30.6,40.77,30.26,-1
Everton,Blackburn,1356,1380,30.51,28.46,42.17,26.84,-1
Bolton,Arsenal,1319,1647,23.21,27.68,49.36,28.28,-1
Liverpool,Blackburn,1600,1373,47.95,25.64,42.36,26.75,1
Manchester Utd,Arsenal,1596,1661,62.56,23.59,49.49,28.21,-1
Sunderland,Derby County,1336,1267,33.77,27.15,29.52,26.87,0
Southampton,Newcastle Utd,1389,1499,30.18,25.32,44.99,25.21,1
Leicester City,Tottenham,1293,1392,28.62,27.88,34.78,27.62,1
Liverpool,Ipswich Town,1606,1340,48.08,25.58,28.36,26.37,1
West Ham,Bolton,1422,1307,34.67,26.36,23.01,27.43,1
Chelsea,Aston Villa,1493,1405,40.92,30.18,39.13,29.41,-1
Manchester Utd,Charlton Ath,1587,1370,62.4,23.53,28.32,30.97,0
Leeds United,Middlesbrough,1503,1375,42.46,28.39,29.37,30.48,1
Arsenal,Everton,1666,1351,49.62,28.13,30.43,28.39,1
Blackburn,Fulham,1386,1291,42.22,26.67,27.03,37.84,1
Everton,Tottenham,1353,1390,30.36,28.32,34.69,27.55,0
Blackburn,Sunderland,1384,1338,42.41,26.58,33.55,27.63,0
Charlton Ath,Chelsea,1359,1504,28.07,31.58,40.82,30.1,-1
Leeds United,Manchester City,1509,1246,42.6,28.32,26.24,31.68,1
Manchester Utd,West Brom,1588,999,62.24,23.72,0,0,1
Southampton,Middlesbrough,1388,1376,30.36,25.26,29.26,30.37,0
Fulham,Bolton,1308,1290,26.32,36.84,22.81,27.19,1
Aston Villa,Liverpool,1397,1614,39.29,29.34,48.21,25.51,-1
Arsenal,Birmingham City,1667,999,49.74,28.06,0,0,1
Newcastle Utd,West Ham,1512,1409,44.86,25.14,34.86,26.29,1
Chelsea,Manchester Utd,1508,1584,40.97,30.03,62.34,23.66,0
West Ham,Arsenal,1419,1657,34.76,26.21,49.87,27.99,0
Bolton,Charlton Ath,1277,1372,22.61,26.96,27.83,31.3,-1
Manchester City,Newcastle Utd,1272,1486,26.11,31.53,45.01,25.07,1
Liverpool,Southampton,1621,1381,48.35,25.45,30.28,25.45,1
Middlesbrough,Fulham,1373,1311,29.15,30.63,28.21,35.9,0
Birmingham City,Blackburn,996,1387,0.0,0.0,42.27,26.81,-1
Sunderland,Everton,1323,1368,33.33,28.1,30.28,28.5,-1
Tottenham,Aston Villa,1406,1381,34.61,27.74,39.19,29.26,1
West Brom,Leeds United,997,1511,0.0,0.0,42.75,28.24,-1
Arsenal,West Brom,1658,996,49.75,28.17,0.0,0.0,1
Charlton Ath,Tottenham,1358,1420,28.45,31.03,34.77,27.66,-1
Blackburn,Liverpool,1396,1612,42.45,26.73,48.48,25.38,0
Aston Villa,Manchester City,1392,1261,39.09,29.19,26.47,31.37,1
Leeds United,Sunderland,1487,1347,42.89,28.17,33.12,27.92,-1
Everton,Birmingham City,1355,1009,30.46,28.43,0.0,0.0,0
Southampton,Chelsea,1387,1502,30.2,25.38,40.86,30.2,0
Tottenham,Southampton,1434,1373,34.94,27.59,30.13,25.57,1
Birmingham City,Leeds United,1039,1457,0.0,33.33,42.78,28.1,1
West Ham,Charlton Ath,1400,1377,34.66,26.42,28.21,30.77,-1
Middlesbrough,Blackburn,1390,1379,29.04,30.88,42.32,26.96,1
Manchester City,Everton,1281,1335,26.34,31.22,30.38,28.61,1
West Brom,Fulham,1024,1283,0.0,0.0,27.5,37.5,1
Sunderland,Manchester Utd,1356,1575,33.55,27.74,62.18,23.86,0
Chelsea,Arsenal,1509,1651,40.76,30.38,49.87,28.1,0
Bolton,Aston Villa,1298,1371,22.41,26.72,39.24,29.11,1
Liverpool,Newcastle Utd,1606,1492,48.35,25.57,44.89,25.0,0
Manchester Utd,Middlesbrough,1583,1382,62.03,24.05,29.3,30.77,1
Arsenal,Manchester City,1654,1278,49.75,28.28,26.7,31.07,1
Middlesbrough,Sunderland,1397,1341,29.2,30.66,33.33,28.21,1
Blackburn,Chelsea,1369,1519,42.19,26.88,40.66,30.56,-1
Fulham,Tottenham,1306,1411,26.83,36.59,35.1,27.53,1
Southampton,Everton,1387,1321,30.05,25.51,30.3,28.54,1
Liverpool,Birmingham City,1591,1054,48.23,25.76,25.0,25.0,0
Manchester Utd,Bolton,1556,1325,62.12,23.99,23.08,26.5,-1
West Ham,West Brom,1371,1053,34.56,26.35,25.0,0.0,-1
Aston Villa,Charlton Ath,1387,1361,39.14,29.04,28.81,30.51,1
Newcastle Utd,Leeds United,1474,1475,44.76,25.21,42.68,28.03,-1
West Brom,Southampton,1081,1359,40.0,0.0,30.23,25.44,1
Leeds United,Manchester Utd,1495,1536,42.82,27.96,61.96,23.93,1
Sunderland,Fulham,1323,1324,33.12,28.03,28.57,35.71,-1
Chelsea,Newcastle Utd,1533,1460,40.81,30.48,44.63,25.14,1
Bolton,Liverpool,1319,1597,23.73,26.27,48.11,25.94,-1
Everton,Middlesbrough,1340,1378,30.23,28.46,29.45,30.55,1
Charlton Ath,Arsenal,1356,1659,28.57,30.25,49.87,28.21,-1
Tottenham,West Ham,1425,1357,35.01,27.46,34.46,26.27,1
Manchester City,Blackburn,1282,1365,26.57,30.92,42.06,26.79,0
Birmingham City,Aston Villa,1082,1359,20.0,40.0,39.29,28.97,1
Manchester Utd,Tottenham,1547,1414,61.81,23.87,35.18,27.39,1
Southampton,Charlton Ath,1359,1356,30.15,25.38,28.33,30.0,0
Liverpool,West Brom,1599,1079,48.24,25.88,50.0,0.0,1
Arsenal,Bolton,1663,1315,50.0,28.14,23.53,26.05,1
Middlesbrough,Birmingham City,1383,1077,29.35,30.43,33.33,33.33,1
West Ham,Manchester City,1354,1285,34.37,26.2,26.44,31.25,0
Newcastle Utd,Sunderland,1470,1313,44.51,25.07,32.91,27.85,1
Blackburn,Leeds United,1387,1473,41.93,27.02,42.96,27.89,1
Aston Villa,Everton,1374,1325,39.2,28.89,30.4,28.39,1
Fulham,Chelsea,1333,1524,30.23,34.88,40.95,30.4,0
Tottenham,Middlesbrough,1397,1400,35.09,27.32,29.6,30.32,-1
Charlton Ath,Manchester Utd,1348,1555,28.1,30.58,61.9,23.81,-1
Bolton,Southampton,1317,1357,23.33,25.83,30.08,25.56,0
Birmingham City,Newcastle Utd,1074,1473,28.57,28.57,44.66,25.0,-1
Manchester City,Liverpool,1280,1604,26.32,31.58,48.37,25.81,-1
Everton,Fulham,1341,1317,30.33,28.32,29.55,36.36,1
