Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Head2Head Win,Head2Head Draw,Winner
2021-2022,Newcastle Utd,Everton,3,1,811,774,41,45,63,60,36.54,25.83,36.3,28.02,38,15,1
2021-2022,West Ham,Watford,1,0,926,689,58,41,50,64,33.71,25.36,24.65,22.22,58,8,1
2021-2022,Burnley,Manchester Utd,1,1,776,986,41,59,60,55,26.92,25.52,61.39,22.25,7,36,0
2021-2022,Tottenham,Southampton,2,3,941,863,68,48,44,64,43.26,24.58,31.11,27.32,56,19,-1
2021-2022,Manchester City,Brentford,2,0,1167,350,100,53,24,49,48.84,21.84,25.0,20.83,100,0,1
2021-2022,Norwich City,Crystal Palace,1,1,665,818,32,49,79,41,25.99,27.32,28.54,25.46,0,33,0
2021-2022,Aston Villa,Leeds United,3,3,851,824,43,51,52,72,34.15,28.67,40.15,26.14,33,33,0
2021-2022,Wolves,Arsenal,0,1,896,978,39,65,58,47,29.51,26.39,53.61,25.0,43,29,-1
2021-2022,Liverpool,Leicester City,2,0,1086,893,98,51,33,64,52.42,24.63,33.95,26.05,62,12,1
2021-2022,Manchester Utd,Southampton,1,1,981,868,59,48,55,64,61.34,22.32,31.08,27.41,44,44,0
2021-2022,Brentford,Crystal Palace,0,0,364,804,53,49,49,41,24.0,24.0,28.48,25.61,0,100,0
2021-2022,Everton,Leeds United,3,0,792,806,45,51,59,72,36.36,27.99,40.08,26.09,50,25,1
2021-2022,Watford,Brighton,0,2,681,880,41,50,64,47,24.57,22.15,24.57,35.43,12,38,-1
2021-2022,Norwich City,Manchester City,0,4,663,1169,32,101,79,24,25.93,27.25,48.89,21.81,17,17,-1
2021-2022,Tottenham,Wolves,0,2,923,914,68,39,44,58,43.22,24.56,29.76,26.3,50,12,-1
2021-2022,Burnley,Liverpool,0,1,771,1091,41,98,60,33,26.83,25.44,52.46,24.6,14,14,-1
2021-2022,Newcastle Utd,Aston Villa,1,0,829,833,41,43,63,52,36.6,25.81,34.12,28.64,20,50,1
2021-2022,Leicester City,West Ham,2,2,895,924,51,58,64,50,33.89,26.17,33.67,25.43,38,31,0
2021-2022,Manchester Utd,Brighton,2,0,992,869,59,50,55,47,61.37,22.3,24.43,35.23,78,0,1
2021-2022,West Ham,Newcastle Utd,1,1,920,833,58,41,50,63,33.64,25.51,36.57,25.88,36,14,0
2021-2022,Aston Villa,Watford,0,1,810,704,43,41,52,64,34.08,28.61,24.83,22.07,17,0,-1
2021-2022,Liverpool,Norwich City,3,1,1094,660,98,32,33,79,52.5,24.58,25.86,27.18,83,17,1
2021-2022,Crystal Palace,Chelsea,0,1,797,1030,49,72,41,34,28.43,25.56,53.64,24.67,19,0,-1
2021-2022,Arsenal,Brentford,2,1,979,363,65,53,47,49,53.65,24.98,23.08,23.08,50,0,1
2021-2022,Southampton,Everton,2,0,881,779,48,45,64,59,31.16,27.38,36.32,27.97,38,19,1
2021-2022,Brighton,Burnley,0,3,849,791,50,41,47,59,24.29,35.03,27.08,25.35,20,50,-1
2021-2022,Manchester City,Tottenham,2,3,1143,949,101,68,24,44,48.84,21.79,43.27,24.54,44,12,-1
2021-2022,Leeds United,Manchester Utd,2,4,798,1000,51,59,72,55,40.0,26.04,61.4,22.28,0,25,-1
2021-2022,Wolves,Leicester City,2,1,929,880,39,51,58,64,30.0,26.21,33.84,26.13,25,38,1
2021-2022,Burnley,Tottenham,1,0,814,926,41,68,59,44,27.34,25.26,43.23,24.52,15,23,1
2021-2022,Watford,Crystal Palace,1,4,692,809,41,50,64,40,24.74,21.99,28.57,25.51,27,27,-1
2021-2022,Liverpool,Leeds United,6,0,1099,793,100,51,32,72,52.54,24.56,39.92,25.99,75,25,1
2021-2022,Arsenal,Wolves,2,1,993,915,65,39,47,58,53.69,24.96,29.9,26.12,38,25,1
2021-2022,Southampton,Norwich City,2,0,888,653,48,32,64,79,31.24,27.35,25.79,27.11,67,0,1
2021-2022,Leeds United,Tottenham,0,4,783,936,51,69,72,43,39.85,25.94,43.28,24.5,25,0,-1
2021-2022,Crystal Palace,Burnley,1,1,809,814,50,41,40,59,28.51,25.66,27.24,25.52,36,21,0
2021-2022,Brighton,Aston Villa,0,2,831,828,50,43,47,52,24.16,34.83,34.15,28.59,17,33,-1
2021-2022,Manchester Utd,Watford,0,0,989,703,59,41,55,64,61.35,22.35,24.66,22.26,67,8,0
2021-2022,Brentford,Newcastle Utd,0,2,361,835,53,41,49,63,22.22,22.22,36.63,25.86,0,50,-1
2021-2022,Everton,Manchester City,0,1,775,1147,45,101,59,24,36.29,27.94,48.9,21.77,6,25,-1
2021-2022,West Ham,Wolves,1,0,936,899,58,39,50,58,33.71,25.48,29.79,26.03,38,0,1
2021-2022,Burnley,Leicester City,0,2,801,893,41,51,59,64,27.15,25.43,33.95,26.09,21,29,-1
2021-2022,Leicester City,Leeds United,1,0,904,772,51,51,64,72,34.06,26.04,39.77,25.89,50,25,1
2021-2022,Wolves,Crystal Palace,0,2,879,829,39,50,58,40,29.69,25.94,28.66,25.61,38,12,-1
2021-2022,Aston Villa,Southampton,4,0,847,869,44,48,51,64,34.21,28.56,31.2,27.31,20,20,1
2021-2022,Newcastle Utd,Brighton,2,1,851,815,41,50,63,47,36.69,25.83,24.02,34.64,10,50,1
2021-2022,Norwich City,Brentford,1,3,626,388,32,53,79,49,25.72,27.03,25.0,21.43,50,0,-1
2021-2022,Burnley,Chelsea,0,4,794,1037,41,73,59,34,27.05,25.34,53.68,24.65,7,29,-1
2021-2022,Liverpool,West Ham,1,0,1108,927,100,58,32,50,52.59,24.54,33.67,25.46,62,12,1
2021-2022,Watford,Arsenal,2,3,698,998,41,65,64,47,24.57,22.18,53.73,24.93,17,8,-1
2021-2022,Manchester City,Manchester Utd,4,1,1156,980,102,59,24,55,48.95,21.74,61.3,22.33,44,19,1
2021-2022,Tottenham,Everton,5,0,945,766,70,45,42,59,43.33,24.47,36.26,27.92,50,44,1
2021-2022,Wolves,Watford,4,0,887,690,40,41,57,64,29.93,25.85,24.49,22.11,67,0,1
2021-2022,Leeds United,Aston Villa,0,3,759,860,51,44,72,50,39.7,25.84,34.27,28.53,25,25,-1
2021-2022,Southampton,Newcastle Utd,1,2,852,868,48,41,64,63,31.16,27.28,36.75,25.81,29,29,-1
2021-2022,Norwich City,Chelsea,1,3,623,1040,32,73,79,34,25.65,26.96,53.72,24.63,0,0,-1
2021-2022,Brighton,Liverpool,0,2,810,1113,50,100,47,32,23.89,34.44,52.63,24.52,10,20,-1
2021-2022,Brentford,Burnley,2,0,417,765,53,41,49,59,27.59,20.69,26.96,25.26,50,0,1
2021-2022,Manchester Utd,Tottenham,3,2,994,931,59,70,55,42,61.33,22.31,43.3,24.45,56,12,1
2021-2022,Leeds United,Norwich City,2,1,769,613,51,32,72,79,39.81,25.79,25.59,26.89,100,0,1
2021-2022,Chelsea,Newcastle Utd,1,0,1049,859,73,41,34,63,53.77,24.61,36.72,25.78,71,7,1
2021-2022,West Ham,Aston Villa,2,1,940,847,58,44,50,50,33.74,25.43,34.24,28.5,50,40,1
2021-2022,Southampton,Watford,1,2,829,713,48,41,64,64,31.13,27.25,24.75,22.03,42,42,-1
2021-2022,Everton,Wolves,0,1,755,898,45,40,59,57,36.23,27.89,30.17,25.76,38,12,-1
2021-2022,Arsenal,Leicester City,2,0,1010,892,65,51,47,64,53.77,24.91,34.0,26.0,56,19,1
2021-2022,Crystal Palace,Manchester City,0,0,841,1144,50,102,40,24,28.6,25.76,48.9,21.83,19,19,0
2021-2022,Brighton,Tottenham,0,2,799,942,50,70,47,42,23.76,34.25,43.35,24.43,22,11,-1
2021-2022,Arsenal,Liverpool,0,2,999,1124,65,100,47,32,53.72,24.89,52.67,24.5,12,31,-1
2021-2022,Everton,Newcastle Utd,1,0,776,838,45,41,59,63,36.28,27.87,36.68,25.76,50,14,1
2021-2022,Wolves,Leeds United,2,3,876,791,40,51,57,72,30.07,25.68,39.93,25.75,50,25,-1
2021-2022,Aston Villa,Arsenal,0,1,838,1008,44,65,50,47,34.21,28.47,53.77,24.87,30,0,-1
2021-2022,Leicester City,Brentford,2,1,894,415,51,53,64,49,34.11,25.96,26.67,20.0,100,0,1
2021-2022,Tottenham,West Ham,3,1,958,924,70,58,42,50,43.39,24.41,33.7,25.4,50,19,1
2021-2022,Liverpool,Watford,2,0,1127,710,100,41,32,64,52.71,24.48,24.66,21.96,75,8,1
2021-2022,Leeds United,Southampton,1,1,793,827,51,48,72,64,39.85,25.88,31.09,27.33,50,25,0
2021-2022,Burnley,Manchester City,0,2,762,1147,41,102,59,24,26.87,25.17,48.95,21.8,7,14,-1
2021-2022,Wolves,Aston Villa,2,1,890,824,40,44,57,50,30.3,25.59,34.17,28.45,67,17,1
2021-2022,Chelsea,Brentford,1,4,1018,446,73,54,34,48,53.72,24.58,29.03,19.35,50,0,-1
2021-2022,Brighton,Norwich City,0,0,791,621,50,32,47,79,23.63,34.62,25.52,27.08,50,50,0
2021-2022,Manchester Utd,Leicester City,1,1,990,898,59,51,55,64,61.28,22.38,34.05,26.08,50,31,0
2021-2022,West Ham,Everton,2,1,934,766,58,45,50,59,33.77,25.38,36.25,27.85,38,19,1
2021-2022,Tottenham,Newcastle Utd,5,1,969,827,71,41,41,63,43.44,24.39,36.65,25.73,57,14,1
2021-2022,Crystal Palace,Arsenal,3,0,864,985,50,65,40,47,28.74,25.71,53.72,24.85,19,38,1
2021-2022,Burnley,Everton,3,2,778,750,41,45,59,59,27.12,25.08,36.22,27.82,43,7,1
2021-2022,Newcastle Utd,Wolves,1,0,846,871,41,40,63,57,36.71,25.71,30.2,25.5,12,62,1
2021-2022,Everton,Manchester Utd,1,0,776,964,45,59,59,55,36.28,27.8,61.22,22.36,19,38,1
2021-2022,Arsenal,Brighton,1,2,961,815,65,50,47,47,53.67,24.83,24.04,34.43,30,30,-1
2021-2022,Southampton,Chelsea,0,6,819,1026,48,75,64,33,31.06,27.3,53.76,24.56,12,31,-1
2021-2022,Watford,Leeds United,0,3,698,805,41,51,64,71,24.58,21.89,39.96,25.84,0,0,-1
2021-2022,Aston Villa,Tottenham,0,4,814,979,44,72,50,41,34.14,28.42,43.49,24.37,20,0,-1
2021-2022,Norwich City,Burnley,2,0,644,755,32,41,79,59,25.71,27.01,27.03,25.0,25,25,1
2021-2022,Brentford,West Ham,2,0,476,904,54,58,48,50,31.25,18.75,33.74,25.35,100,0,1
2021-2022,Leicester City,Crystal Palace,2,1,912,850,51,50,64,40,34.16,26.04,28.69,25.66,44,19,1
2021-2022,Manchester City,Liverpool,2,2,1146,1128,102,100,24,32,48.9,21.88,52.66,24.54,31,31,0
2021-2022,Tottenham,Brighton,0,1,956,838,72,50,41,47,43.46,24.35,24.46,34.24,60,10,-1
2021-2022,Manchester Utd,Norwich City,3,2,968,640,59,32,55,79,61.26,22.34,25.65,26.94,83,0,1
2021-2022,Southampton,Arsenal,1,0,841,939,48,65,64,47,31.14,27.27,53.62,24.8,25,25,1
2021-2022,Watford,Brentford,1,2,673,501,41,54,64,48,24.5,21.81,33.33,18.18,0,0,-1
2021-2022,West Ham,Burnley,1,1,898,761,58,41,50,59,33.7,25.43,26.94,25.25,50,21,0
2021-2022,Newcastle Utd,Leicester City,2,1,865,893,41,51,63,64,36.77,25.68,34.11,25.99,36,0,1
2021-2022,Liverpool,Manchester Utd,4,0,1137,959,101,59,32,55,52.71,24.52,61.2,22.32,31,38,1
2021-2022,Everton,Leicester City,1,1,781,888,45,51,59,64,36.24,27.86,34.05,26.12,40,27,0
2021-2022,Chelsea,Arsenal,2,4,1006,959,75,65,33,47,53.71,24.54,53.66,24.78,44,25,-1
2021-2022,Newcastle Utd,Crystal Palace,1,0,880,835,41,50,63,40,36.83,25.66,28.63,25.6,36,36,1
2021-2022,Manchester City,Brighton,3,0,1151,833,102,50,24,47,48.95,21.86,24.32,34.05,90,0,1
2021-2022,Burnley,Southampton,2,0,781,821,41,48,59,64,27.18,25.17,31.1,27.24,43,29,1
2021-2022,Arsenal,Manchester Utd,3,1,975,943,65,59,47,55,53.71,24.76,61.15,22.3,38,31,1
2021-2022,Manchester City,Watford,5,1,1153,671,103,41,24,64,49.01,21.84,24.41,21.74,100,0,1
2021-2022,Leicester City,Aston Villa,0,0,885,817,51,44,64,50,33.99,26.24,34.11,28.49,50,20,0
2021-2022,Norwich City,Newcastle Utd,0,3,634,886,32,41,79,62,25.58,26.87,36.89,25.63,33,33,-1
2021-2022,Brentford,Tottenham,0,0,515,942,54,72,48,41,32.35,20.59,43.42,24.41,0,50,0
2021-2022,Chelsea,West Ham,1,0,1017,887,75,58,33,50,53.75,24.52,33.67,25.4,50,19,1
2021-2022,Burnley,Wolves,1,0,801,851,41,40,59,57,27.42,25.08,30.1,25.42,50,38,1
2021-2022,Brighton,Southampton,2,2,832,822,50,48,47,64,24.19,34.41,31.07,27.32,10,60,0
2021-2022,Liverpool,Everton,2,0,1141,777,101,45,32,59,52.75,24.5,36.21,27.84,44,50,1
2021-2022,Crystal Palace,Leeds United,0,0,834,806,50,51,40,71,28.57,25.75,39.89,25.97,25,25,0
2021-2022,Manchester Utd,Chelsea,1,1,946,1014,59,75,55,33,61.1,22.37,53.71,24.59,25,56,0
2021-2022,Newcastle Utd,Liverpool,0,1,880,1147,41,101,62,32,36.86,25.61,52.79,24.48,14,29,-1
2021-2022,Watford,Burnley,1,2,661,811,41,41,64,59,24.33,21.67,27.67,25.0,20,20,-1
2021-2022,Southampton,Crystal Palace,1,2,807,849,48,50,64,40,31.03,27.29,28.71,25.7,50,19,-1
2021-2022,Wolves,Brighton,0,3,834,849,40,50,57,47,30.0,25.33,24.6,34.22,25,50,-1
2021-2022,Aston Villa,Norwich City,2,0,825,626,44,32,50,79,34.17,28.46,25.52,26.8,83,0,1
2021-2022,Leeds United,Manchester City,0,4,802,1157,51,104,71,24,39.81,25.93,49.06,21.82,25,25,-1
2021-2022,Tottenham,Leicester City,3,1,955,872,72,51,41,64,43.47,24.39,33.94,26.19,62,12,1
2021-2022,Everton,Chelsea,1,0,802,989,45,75,59,33,36.27,27.81,53.66,24.56,31,25,1
2021-2022,West Ham,Arsenal,1,2,875,987,58,65,50,47,33.64,25.38,53.75,24.74,12,19,-1
2021-2022,Manchester Utd,Brentford,3,0,948,513,59,54,55,48,61.13,22.35,31.43,20.0,100,0,1
2021-2022,Chelsea,Wolves,2,2,982,841,75,40,33,57,53.61,24.63,29.9,25.58,25,50,0
2021-2022,Brentford,Southampton,3,0,540,780,54,48,48,64,33.33,19.44,31.0,27.26,50,0,1
2021-2022,Crystal Palace,Watford,1,0,857,653,50,41,40,64,28.86,25.65,24.25,21.59,50,25,1
2021-2022,Burnley,Aston Villa,1,3,796,840,41,44,59,50,27.57,24.92,34.24,28.43,29,43,-1
2021-2022,Brighton,Manchester Utd,4,0,869,928,51,59,46,55,25.0,34.04,61.08,22.33,30,0,1
2021-2022,Liverpool,Tottenham,1,1,1139,963,101,72,32,41,52.74,24.54,43.43,24.46,56,38,0
2021-2022,Norwich City,West Ham,0,4,620,881,32,59,79,49,25.45,26.74,33.7,25.35,0,33,-1
2021-2022,Arsenal,Leeds United,2,1,995,794,65,51,47,71,53.79,24.72,39.74,25.88,75,25,1
2021-2022,Leicester City,Everton,1,2,853,821,51,45,64,59,33.88,26.15,36.32,27.79,31,25,-1
2021-2022,Manchester City,Newcastle Utd,5,0,1162,875,105,41,24,62,49.11,21.79,36.82,25.58,79,14,1
2021-2022,Aston Villa,Liverpool,1,2,835,1144,44,101,50,32,34.2,28.41,52.78,24.52,20,0,-1
2021-2022,Leicester City,Norwich City,3,0,860,613,51,32,63,79,33.99,26.11,25.38,26.67,67,17,1
2021-2022,Watford,Everton,0,0,660,814,41,45,64,59,24.17,21.85,36.29,27.85,33,33,0
2021-2022,Leeds United,Chelsea,0,3,786,990,51,75,71,33,39.67,25.83,53.65,24.61,0,25,-1
2021-2022,Wolves,Manchester City,1,5,837,1166,40,106,57,24,29.8,25.5,49.17,21.77,25,12,-1
2021-2022,Tottenham,Arsenal,3,0,980,978,72,65,41,47,43.48,24.43,53.74,24.7,38,38,1
2021-2022,Tottenham,Burnley,1,0,988,788,72,41,41,59,43.53,24.41,27.48,24.83,64,21,1
2021-2022,Watford,Leicester City,1,5,652,868,41,52,64,62,24.09,21.78,34.1,26.07,25,8,-1
2021-2022,West Ham,Manchester City,2,2,892,1155,59,106,49,24,33.67,25.43,49.12,21.85,12,19,0
2021-2022,Leeds United,Brighton,1,1,790,865,51,51,71,46,39.59,25.97,24.87,34.39,0,50,0
2021-2022,Wolves,Norwich City,1,1,828,622,40,32,57,79,29.7,25.74,25.32,26.85,50,50,0
2021-2022,Aston Villa,Crystal Palace,1,1,836,856,44,50,50,40,34.17,28.47,28.8,25.8,50,20,0
2021-2022,Everton,Brentford,2,3,787,567,45,54,59,48,36.26,27.83,35.14,18.92,0,0,-1
2021-2022,Newcastle Utd,Arsenal,2,0,896,957,41,65,62,47,36.88,25.56,53.69,24.67,14,0,1
2021-2022,Southampton,Liverpool,1,2,776,1148,48,101,64,32,30.96,27.23,52.82,24.5,12,19,-1
2021-2022,Aston Villa,Burnley,1,1,834,790,44,41,50,59,34.14,28.54,27.39,25.08,25,50,0
2021-2022,Chelsea,Leicester City,1,1,985,873,75,52,33,62,53.61,24.67,34.04,26.19,44,38,0
2021-2022,Everton,Crystal Palace,3,2,806,837,45,50,59,40,36.32,27.8,28.74,25.75,44,44,1
2021-2022,Brighton,West Ham,3,1,882,875,51,59,46,49,25.26,34.21,33.63,25.4,40,60,1
2021-2022,Brentford,Leeds United,1,2,560,797,54,51,48,71,34.21,18.42,39.71,25.92,0,50,-1
2021-2022,Leicester City,Southampton,4,1,885,764,53,48,61,64,34.15,26.14,30.93,27.2,44,31,1
2021-2022,Arsenal,Everton,5,1,966,797,66,45,46,59,53.73,24.65,36.28,27.78,56,12,1
2021-2022,Crystal Palace,Manchester Utd,1,0,857,908,50,59,40,55,28.88,25.7,61.02,22.31,19,19,1
2021-2022,Norwich City,Tottenham,0,5,619,991,32,73,79,40,25.26,26.79,43.58,24.39,0,17,-1
2021-2022,Burnley,Newcastle Utd,1,2,779,907,41,41,59,62,27.3,25.0,36.94,25.53,17,33,-1
2021-2022,Liverpool,Wolves,3,1,1152,824,101,40,32,57,52.86,24.48,29.61,25.66,100,0,1
2021-2022,Manchester City,Aston Villa,3,2,1159,830,106,44,24,50,49.17,21.83,34.1,28.52,90,10,1
2021-2022,Chelsea,Watford,2,1,989,648,75,41,33,64,53.65,24.65,24.01,21.71,75,17,1
2022-2023,Crystal Palace,Arsenal,0,2,846,977,44,77,62,45,28.83,25.65,53.77,24.63,18,35,-1
2022-2023,Fulham,Liverpool,2,2,685,1138,39.24,81.87,71.49,55.77,28.37,27.15,52.82,24.54,20,40,0
2022-2023,Tottenham,Southampton,4,1,998,757,58,36,51,83,43.63,24.37,30.89,27.17,59,18,1
2022-2023,Newcastle Utd,Nott'ham Forest,2,0,908,200,72,35,42,68,37.0,25.51,30.15,29.65,100,0,1
2022-2023,Leeds United,Wolves,2,1,814,807,41,35,69,63,39.82,25.87,29.51,25.57,40,20,1
2022-2023,Bournemouth,Aston Villa,2,0,712,808,35,54,87,54,29.84,22.51,34.07,28.49,80,0,1
2022-2023,Everton,Chelsea,0,1,789,997,41,52,69,54,36.25,27.75,53.69,24.63,29,24,-1
2022-2023,Leicester City,Brentford,2,2,873,572,46.07,58.26,66.76,51.45,34.09,26.26,33.33,20.51,67,33,0
2022-2023,Manchester Utd,Brighton,1,2,891,899,77,71,51,50,60.97,22.29,25.65,34.03,64,0,-1
2022-2023,West Ham,Manchester City,0,2,870,1164,52,85,55,34,33.6,25.38,49.22,21.81,12,18,-1
2022-2023,Aston Villa,Everton,2,1,823,774,54,41,54,69,34.13,28.46,36.22,27.73,55,18,1
2022-2023,Manchester City,Bournemouth,4,0,1166,710,86,35,34,87,49.27,21.78,29.69,22.4,100,0,1
2022-2023,Southampton,Leeds United,2,2,760,811,36,41,83,69,30.86,27.25,39.74,26.01,20,40,0
2022-2023,Wolves,Fulham,0,0,802,690,35,39.24,63,71.49,29.41,25.82,28.32,27.27,60,40,0
2022-2023,Arsenal,Leicester City,4,2,988,862,77,46,45,67,53.81,24.61,34.04,26.22,59,18,1
2022-2023,Brighton,Newcastle Utd,0,0,899,908,71,72,50,42,25.52,34.38,36.97,25.58,36,55,0
2022-2023,Brentford,Manchester Utd,4,0,600,863,59,77,51,51,35.0,20.0,60.92,22.27,33,0,1
2022-2023,Nott'ham Forest,West Ham,1,0,231,839,35,52,68,55,30.5,29.5,33.57,25.35,100,0,1
2022-2023,Chelsea,Tottenham,2,2,997,998,52,58,54,51,53.64,24.7,43.59,24.44,53,24,0
2022-2023,Liverpool,Crystal Palace,1,1,1127,857,81.87,44,55.77,62,52.77,24.61,28.77,25.79,71,6,0
2022-2023,Tottenham,Wolves,1,0,1006,794,58,35,51,63,43.64,24.42,29.32,25.73,56,11,1
2022-2023,Leicester City,Southampton,1,2,841,781,46,36,67,83,33.98,26.18,30.93,27.22,41,29,-1
2022-2023,Everton,Nott'ham Forest,1,1,759,246,41,35,69,68,36.19,27.79,30.35,29.85,0,100,0
2022-2023,Crystal Palace,Aston Villa,3,1,871,809,44,54,62,54,28.91,25.74,34.1,28.43,36,18,1
2022-2023,Fulham,Brentford,3,2,702,588,39,59,71,51,28.45,27.23,34.15,19.51,100,0,1
2022-2023,Bournemouth,Arsenal,0,3,705,993,35,77,87,45,29.53,22.28,53.85,24.59,9,18,-1
2022-2023,Leeds United,Chelsea,3,0,835,973,41,52,68,54,39.85,25.96,53.59,24.68,20,20,1
2022-2023,West Ham,Brighton,0,2,826,912,52,71,55,50,33.53,25.33,25.91,34.2,0,55,-1
2022-2023,Newcastle Utd,Manchester City,3,3,918,1156,72,86,42,34,36.93,25.65,49.22,21.87,7,20,0
2022-2023,Manchester Utd,Liverpool,2,1,889,1101,77,82,51,56,60.95,22.25,52.73,24.59,35,35,1
2022-2023,Southampton,Manchester Utd,0,1,770,900,36,77,83,51,30.9,27.19,60.99,22.23,12,41,-1
2022-2023,Manchester City,Crystal Palace,4,2,1161,866,86,44,34,62,49.28,21.84,28.85,25.69,65,18,1
2022-2023,Brighton,Leeds United,1,0,925,822,71,41,50,68,26.29,34.02,39.78,25.91,60,40,1
2022-2023,Chelsea,Leicester City,2,1,983,831,52,46,54,67,53.63,24.65,33.93,26.14,47,35,1
2022-2023,Brentford,Everton,1,1,595,752,59,41,51,69,33.33,21.43,36.16,27.85,67,33,0
2022-2023,Liverpool,Bournemouth,9,0,1104,702,86,35,53,87,52.77,24.57,29.38,22.16,82,9,1
2022-2023,Arsenal,Fulham,2,1,998,697,77,39,45,71,53.89,24.57,28.4,27.18,80,20,1
2022-2023,Wolves,Newcastle Utd,1,1,799,913,35,72,63,42,29.22,25.97,36.9,25.72,22,67,0
2022-2023,Aston Villa,West Ham,0,1,794,841,54,52,54,55,34.07,28.41,33.6,25.3,9,36,-1
2022-2023,Nott'ham Forest,Tottenham,0,2,246,1006,35,58,68,51,30.2,29.7,43.69,24.39,0,0,-1
2022-2023,Fulham,Brighton,2,1,722,900,39,71,71,50,28.52,27.13,26.15,33.85,40,60,1
2022-2023,Crystal Palace,Brentford,1,1,856,605,44,59,62,51,28.8,25.84,32.56,23.26,0,100,0
2022-2023,Southampton,Chelsea,2,1,795,958,36,52,83,54,30.98,27.16,53.59,24.63,18,29,1
2022-2023,Leeds United,Everton,1,1,819,755,41,41,68,69,39.71,26.05,36.13,27.92,20,40,0
2022-2023,Bournemouth,Wolves,0,0,706,795,35,35,87,63,29.23,22.56,29.13,26.21,0,40,0
2022-2023,Manchester City,Nott'ham Forest,6,0,1161,246,88,35,33,68,49.33,21.82,30.05,29.56,100,0,1
2022-2023,Arsenal,Aston Villa,2,1,1006,786,77,54,45,54,53.93,24.55,34.04,28.38,73,0,1
2022-2023,West Ham,Tottenham,1,1,848,999,52,58,55,51,33.57,25.37,43.65,24.46,29,24,0
2022-2023,Liverpool,Newcastle Utd,2,1,1112,905,86,72,53,42,52.81,24.55,36.86,25.7,60,27,1
2022-2023,Leicester City,Manchester Utd,0,1,818,913,46,77,67,51,33.87,26.09,61.02,22.21,18,29,-1
2022-2023,Everton,Liverpool,0,0,767,1100,41,86,69,53,36.1,27.98,52.76,24.61,6,53,0
2022-2023,Nott'ham Forest,Bournemouth,2,3,244,708,35,35,68,87,29.9,29.41,29.59,22.45,0,0,-1
2022-2023,Wolves,Southampton,1,0,811,779,35,36,63,83,29.35,26.13,30.94,27.13,67,22,1
2022-2023,Newcastle Utd,Crystal Palace,0,0,903,858,72,44,42,62,36.83,25.77,28.74,25.98,33,40,0
2022-2023,Brentford,Leeds United,5,2,630,794,60,41,50,68,34.09,22.73,39.64,26.0,33,33,1
2022-2023,Tottenham,Fulham,2,1,1004,717,58,39,51,71,43.7,24.44,28.47,27.08,80,20,1
2022-2023,Chelsea,West Ham,2,1,969,837,52,52,54,55,53.63,24.61,33.53,25.35,53,18,1
2022-2023,Aston Villa,Manchester City,1,1,799,1148,54,88,54,33,34.0,28.45,49.28,21.9,0,18,0
2022-2023,Brighton,Leicester City,5,2,912,806,72,46,49,67,26.53,33.67,33.82,26.05,18,27,1
2022-2023,Manchester Utd,Arsenal,3,1,933,986,77,77,51,45,61.05,22.19,53.89,24.53,35,29,1
2022-2023,Aston Villa,Southampton,1,0,814,764,54,36,54,83,34.07,28.42,30.91,27.1,27,18,1
2022-2023,Nott'ham Forest,Fulham,2,3,242,719,35,39,68,71,29.76,29.27,28.6,27.04,0,0,-1
2022-2023,Wolves,Manchester City,0,3,807,1152,35,88,63,33,29.26,26.05,49.33,21.88,22,11,-1
2022-2023,Newcastle Utd,Bournemouth,1,1,895,716,72,35,42,87,36.79,25.84,29.44,22.84,44,33,0
2022-2023,Tottenham,Leicester City,6,2,1012,798,59,46,50,68,43.74,24.42,33.76,26.01,65,12,1
2022-2023,Brentford,Arsenal,0,3,626,990,60,77,50,45,33.33,22.22,53.93,24.5,33,0,-1
2022-2023,Everton,West Ham,1,0,786,818,41,52,69,55,36.15,27.96,33.5,25.32,47,18,1
2022-2023,Arsenal,Tottenham,3,1,1007,995,77,59,45,50,53.97,24.48,43.71,24.4,29,35,1
2022-2023,Southampton,Everton,1,2,749,801,36,41,83,69,30.87,27.07,36.21,27.93,35,18,-1
2022-2023,Crystal Palace,Chelsea,1,2,847,980,44,52,62,54,28.68,25.93,53.67,24.59,18,0,-1
2022-2023,Liverpool,Brighton,3,3,1092,920,86,72,53,49,52.72,24.68,26.4,34.01,64,27,0
2022-2023,Fulham,Newcastle Utd,1,4,710,904,39,73,71,42,28.55,26.99,36.85,25.82,0,40,-1
2022-2023,Bournemouth,Brentford,0,0,712,630,35,60,87,50,29.29,23.23,32.61,23.91,0,100,0
2022-2023,West Ham,Wolves,2,0,833,792,52,35,55,63,33.57,25.3,29.17,25.96,44,0,1
2022-2023,Manchester City,Manchester Utd,6,3,1159,926,89,77,33,51,49.38,21.86,61.0,22.17,47,18,1
2022-2023,Leeds United,Aston Villa,0,0,795,813,41,54,68,54,39.56,26.13,34.03,28.49,20,40,0
2022-2023,Leicester City,Nott'ham Forest,4,0,799,241,47,35,67,68,33.87,25.97,29.61,29.13,100,0,1
2022-2023,Bournemouth,Leicester City,2,1,732,779,35,47,87,67,29.65,23.12,33.82,25.93,36,45,1
2022-2023,Newcastle Utd,Brentford,5,1,909,625,74,60,41,50,36.91,25.79,31.91,23.4,67,33,1
